Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,10,4,6,40.0%,9-12,42.9%,85-96,47.0%,1-1,50.0%,10,58.4%,35.6%,5.0%,3.8%,57.8%,63.4%,39.4%,53.3%,43.9%,48.7%,0.94,QF (2x)
2025,70,45,25,64.3%,95-59,61.7%,739-622,54.3%,8-3,72.7%,69,65.2%,42.5%,3.3%,4.3%,63.0%,63.9%,45.6%,57.1%,46.8%,51.8%,1.09,W (W15 Luan)
2024,41,17,24,41.5%,41-53,43.6%,423-462,47.8%,5-6,45.5%,0,,,,,,,,,,,,SF (W35 Luzhou)
2023,50,20,30,40.0%,48-64,42.9%,479-536,47.2%,1-4,20.0%,0,,,,,,,,,,,,SF (W25 Fredericton)
2022,49,18,31,36.7%,44-66,40.0%,469-540,46.5%,5-5,50.0%,0,,,,,,,,,,,,F (W25 Gurugram)
2021,43,20,23,46.5%,44-54,44.9%,421-451,48.3%,1-3,25.0%,0,,,,,,,,,,,,F (2x)
2020,17,7,10,41.2%,18-23,43.9%,183-200,47.8%,2-3,40.0%,0,,,,,,,,,,,,SF (W15 Liepaja)
2019,34,15,19,44.1%,38-41,48.1%,354-357,49.8%,2-2,50.0%,0,,,,,,,,,,,,F (W15 Cancun)
2018,31,18,13,58.1%,38-31,55.1%,302-292,50.8%,4-1,80.0%,0,,,,,,,,,,,,QF (7x)
2017,18,11,7,61.1%,25-15,62.5%,214-167,56.2%,2-5,28.6%,0,,,,,,,,,,,,QF (4x)
2016,3,1,2,33.3%,2-5,28.6%,27-42,39.1%,1-0,100.0%,0,,,,,,,,,,,,QF (Hua Hin $10K)
2015,1,0,1,0.0%,1-2,33.3%,11-14,44.0%,0-0,-,0,,,,,,,,,,,,R32 (Manama $10K)
Career,367,176,191,48.0%,403-425,48.7%,3707-3779,49.5%,32-33,49.2%,79,64.4%,41.7%,3.5%,4.2%,62.3%,63.8%,44.7%,56.6%,46.5%,51.4%,1.07,
