Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Wimbledon R64,L vs Ostapenko,0% (0/8),- (0/0),0/4,57% (4/7),0% (0/4),0/0,0/0,1/1,0/0,0/0
2024 Wimbledon R128,W vs Dodin,63% (5/8),100% (5/5),1/1,25% (2/8),50% (1/2),5/5,2/2,0/0,1/1,0/0
2023 W60 Trnava R16,W vs Radivojevic,63% (5/8),100% (5/5),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,0/0,0/0
2022 US Open R64,L vs Marino,36% (4/11),50% (2/4),0/3,60% (6/10),50% (3/6),1/2,0/0,2/2,0/0,1/1
2022 US Open R128,W vs Halep,58% (7/12),71% (5/7),1/4,58% (7/12),29% (2/7),4/5,2/3,0/1,1/2,0/0
2019 W100+H Dubai F,L vs Bogdan,0% (0/8),- (0/0),0/4,71% (5/7),20% (1/5),0/0,0/0,1/1,0/0,1/1
2019 W25 Obidos R32,W vs Adler,78% (7/9),100% (7/7),4/4,44% (4/9),0% (0/4),3/5,0/0,0/0,0/0,0/0
2019 W25 Khimki QF,L vs Lansere,53% (8/15),50% (4/8),2/6,71% (10/14),40% (4/10),3/4,1/1,1/1,0/0,0/0
2019 W25 Khimki R16,W vs Mironova,64% (7/11),86% (6/7),3/4,45% (5/11),20% (1/5),4/6,2/3,0/0,1/2,0/0
2019 W25 Khimki R32,W vs Lumsden,54% (7/13),100% (7/7),2/4,42% (5/12),20% (1/5),5/6,1/1,0/0,0/0,0/0
2019 W25 Osaka R16,L vs Han,38% (3/8),67% (2/3),1/4,88% (7/8),14% (1/7),1/2,0/0,0/2,0/0,0/1
2019 W25 Kashiwa F,W vs Marino,78% (7/9),71% (5/7),2/2,33% (3/9),33% (1/3),4/5,2/2,0/0,1/1,0/0
2019 W25 Kashiwa SF,W vs Shimizu,89% (8/9),75% (6/8),1/2,38% (3/8),33% (1/3),3/5,1/1,0/0,0/0,0/0
2019 W25 Kashiwa QF,W vs Kaji,63% (5/8),100% (5/5),1/2,33% (3/9),33% (1/3),3/4,1/1,0/0,1/1,0/0
2019 W25 Kashiwa R16,W vs Jang,70% (7/10),100% (7/7),3/4,50% (5/10),20% (1/5),3/7,2/3,0/0,1/2,0/0
2019 W25 Kashiwa R32,W vs Ozaki,54% (7/13),86% (6/7),2/5,50% (6/12),0% (0/6),2/4,0/0,0/1,0/0,0/0
2019 W15 Sharm El Sheikh F,W vs Orpana,43% (6/14),100% (6/6),2/5,43% (6/14),17% (1/6),3/6,2/2,1/1,1/1,0/0
2019 W15 Sharm El Sheikh SF,W vs Zakarlyuk,50% (8/16),63% (5/8),1/3,29% (5/17),20% (1/5),3/4,2/2,2/2,1/1,2/2
2019 W15 Sharm El Sheikh QF,W vs Kajuru,80% (12/15),75% (9/12),5/6,60% (9/15),22% (2/9),6/9,2/2,1/2,1/1,0/0
2019 W15 Sharm El Sheikh R16,W vs Cadar,70% (7/10),71% (5/7),1/3,50% (5/10),40% (2/5),3/4,0/0,2/2,0/0,0/0
2024 (2 matches),,31.3%,100.0%,20.0%,40.0%,16.7%,100.0%,100.0%,100.0%,100.0%,-
2023 (1 matches),,62.5%,100.0%,-,14.3%,100.0%,100.0%,100.0%,-,-,-
2022 (2 matches),,47.8%,63.6%,14.3%,59.1%,38.5%,71.4%,66.7%,66.7%,50.0%,100.0%
2019 (16 matches),,59.4%,81.7%,51.7%,48.8%,25.0%,66.7%,89.5%,66.7%,80.0%,75.0%
2017 (2 matches),,55.6%,60.0%,25.0%,57.9%,18.2%,66.7%,100.0%,66.7%,100.0%,0.0%
Career (23 matches),,56.3%,80.0%,43.6%,48.9%,26.1%,70.1%,88.9%,68.4%,78.6%,66.7%
