Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,58,44,14,75.9%,91-29,75.8%,651-402,61.8%,1-6,14.3%,58,72.6%,50.9%,1.7%,3.0%,74.0%,63.0%,49.8%,59.6%,50.3%,54.8%,1.24
Grass,3,1,2,33.3%,3-5,37.5%,38-35,52.1%,0-1,0.0%,3,68.6%,37.8%,2.2%,1.7%,78.9%,57.9%,51.0%,56.5%,44.3%,50.4%,1.02
Finals,5,3,2,60.0%,7-4,63.6%,53-46,53.5%,0-1,0.0%,5,60.4%,46.9%,1.0%,1.0%,80.9%,57.3%,40.4%,54.0%,48.7%,51.2%,1.06
Semi-finals,10,5,5,50.0%,12-11,52.2%,109-106,50.7%,0-3,0.0%,10,69.5%,33.6%,1.6%,2.6%,74.4%,61.7%,43.1%,56.9%,42.2%,49.6%,0.98
Quarter-finals,13,10,3,76.9%,19-4,82.6%,131-76,63.3%,1-0,100.0%,13,72.0%,51.5%,1.7%,4.6%,72.0%,64.9%,48.6%,60.3%,50.8%,55.6%,1.28
vs Righties,42,32,10,76.2%,64-22,74.4%,466-294,61.3%,0-3,0.0%,42,72.4%,49.6%,1.4%,3.0%,74.1%,62.3%,51.3%,59.4%,50.1%,54.7%,1.23
vs Lefties,4,2,2,50.0%,5-4,55.6%,44-37,54.3%,0-1,0.0%,4,65.9%,43.6%,2.5%,2.8%,73.0%,60.6%,42.9%,55.8%,46.2%,51.3%,1.04
