Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,15,10,5,66.7%,3,0,3,0.0%,2022,2026,R128,15,1.08,0.4%,3.2%,77.2%,57.4%,43.1%,54.2%,49.5%,53.2%,50.0%
Roland Garros,6,Clay,8,2,6,25.0%,1,1,0,100.0%,2020,2025,Q2,8,0.89,0.8%,3.9%,73.4%,54.7%,39.4%,50.7%,43.9%,41.9%,42.6%
Wimbledon,5,Grass,11,6,5,54.5%,2,1,1,50.0%,2021,2025,R64,11,1.04,1.1%,3.1%,74.4%,59.7%,43.2%,55.5%,46.4%,50.6%,54.1%
US Open,5,Hard,10,5,5,50.0%,2,1,1,50.0%,2021,2025,R64,10,0.95,1.4%,3.2%,68.0%,59.7%,37.7%,52.7%,44.9%,47.1%,43.2%
Cluj-Napoca,2,Hard,9,7,2,77.8%,1,1,0,100.0%,2025,2026,SF,9,1.24,1.4%,3.0%,80.9%,62.6%,48.6%,59.9%,49.9%,60.7%,50.6%
Canberra 125,2,Hard,8,5,3,62.5%,2,0,2,0.0%,2024,2026,SF,8,1.15,2.4%,3.3%,68.9%,63.1%,53.6%,60.2%,45.6%,59.1%,46.3%
Indian Wells,2,Hard,2,0,2,0.0%,0,0,0,-,2024,2025,Q1,2,0.85,0.0%,6.1%,75.0%,53.2%,29.7%,47.3%,44.8%,50.0%,36.4%
Nottingham,3,Grass,9,5,4,55.6%,1,1,0,100.0%,2022,2024,R16,9,1.04,1.0%,3.2%,74.9%,59.0%,50.6%,56.9%,44.8%,56.4%,45.8%
Rouen 125,2,Hard,2,0,2,0.0%,0,0,0,-,2022,2023,R32,2,0.69,0.8%,4.8%,78.4%,50.0%,40.7%,48.0%,35.7%,37.5%,36.4%
Prague,2,Hard,2,0,2,0.0%,0,0,0,-,2020,2022,R32,2,0.67,1.0%,2.9%,63.8%,43.3%,26.3%,37.1%,42.4%,31.6%,66.7%
