Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,10,3,7,30.0%,7-17,29.2%,86-126,40.6%,0-1,0.0%,0,,,,,,,,,,,,R16 (3x)
2023,27,14,13,51.9%,33-31,51.6%,302-288,51.2%,1-6,14.3%,0,,,,,,,,,,,,F (W25 Tainan)
2022,55,29,26,52.7%,65-62,51.2%,595-564,51.3%,5-8,38.5%,0,,,,,,,,,,,,W (W15 Sharm ElSheikh)
2020,1,0,1,0.0%,1-2,33.3%,11-15,42.3%,0-0,-,0,,,,,,,,,,,,R32 (W15 Oeiras)
2019,34,23,11,67.6%,51-25,67.1%,373-286,56.6%,3-2,60.0%,0,,,,,,,,,,,,W (3x)
2018,37,17,20,45.9%,38-44,46.3%,375-382,49.5%,1-5,16.7%,0,,,,,,,,,,,,F (Taipei $15K)
2017,51,36,15,70.6%,73-40,64.6%,577-449,56.2%,6-6,50.0%,0,,,,,,,,,,,,W (3x)
2016,45,23,22,51.1%,53-49,52.0%,456-438,51.0%,5-2,71.4%,1,37.5%,0.0%,1.6%,6.3%,47.6%,60.0%,33.3%,46.0%,25.0%,37.9%,0.46,SF (4x)
2015,41,24,17,58.5%,55-36,60.4%,431-380,53.1%,4-2,66.7%,0,,,,,,,,,,,,W (Tarakan $10K)
2014,35,17,18,48.6%,39-42,48.1%,370-387,48.9%,5-4,55.6%,0,,,,,,,,,,,,F (Bangkok 10K)
2013,73,49,24,67.1%,104-53,66.2%,808-601,57.3%,5-5,50.0%,0,,,,,,,,,,,,W (2x)
2012,29,14,15,48.3%,34-33,50.7%,292-296,49.7%,1-3,25.0%,0,,,,,,,,,,,,W (New Delhi 10K)
2011,15,7,8,46.7%,17-20,45.9%,159-181,46.8%,0-2,0.0%,0,,,,,,,,,,,,QF (2x)
2010,2,1,1,50.0%,3-3,50.0%,27-29,48.2%,0-0,-,0,,,,,,,,,,,,R16 (Taipei 10K)
Career,455,257,198,56.5%,573-457,55.6%,4862-4422,52.4%,36-46,43.9%,1,37.5%,0.0%,1.6%,6.3%,47.6%,60.0%,33.3%,46.0%,25.0%,37.9%,0.46,
