Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Juan Pablo Varillas [PER],6,2,75.0%,0,0,0,-,2016,2025,5,1.28,3.6%,2.2%,65.0%,67.4%,51.0%,61.7%,49.2%,59.1%,48.7%
7,Genaro Alberto Olivieri [ARG],6,1,85.7%,1,1,0,100.0%,2016,2025,4,1.48,1.8%,3.5%,62.6%,72.5%,58.8%,67.4%,48.1%,53.3%,51.5%
6,Alejandro Tabilo [CHI],4,2,66.7%,1,1,0,100.0%,2017,2026,4,0.80,3.4%,3.0%,64.0%,64.3%,52.1%,59.9%,32.1%,69.0%,50.0%
6,Thiago Seyboth Wild [BRA],4,2,66.7%,2,1,1,50.0%,2019,2026,6,1.06,3.1%,2.9%,63.4%,66.0%,56.5%,62.5%,39.8%,67.4%,36.7%
6,Joao Lucas Reis Da Silva [BRA],4,2,66.7%,3,3,0,100.0%,2022,2025,6,1.05,3.6%,1.7%,63.9%,62.9%,50.3%,58.4%,43.7%,47.8%,40.4%
6,Federico Coria [ARG],3,3,50.0%,0,0,0,-,2015,2025,4,0.94,3.9%,2.3%,58.9%,60.4%,44.9%,54.0%,43.1%,57.1%,46.9%
6,Camilo Ugo Carabelli [ARG],3,3,50.0%,4,3,1,75.0%,2018,2025,6,0.96,6.8%,3.2%,59.2%,70.4%,42.9%,59.2%,39.2%,56.9%,40.5%
5,Cristian Garin [CHI],2,3,40.0%,1,1,0,100.0%,2024,2025,5,0.97,5.3%,2.5%,67.9%,64.3%,49.6%,59.6%,39.2%,61.9%,37.1%
5,Mariano Navone [ARG],1,4,20.0%,2,1,1,50.0%,2023,2025,5,0.82,1.9%,0.3%,68.2%,55.3%,40.8%,50.7%,40.6%,46.0%,53.1%
5,Henrique Rocha [POR],2,3,40.0%,2,0,2,0.0%,2024,2025,5,1.02,3.1%,2.2%,68.3%,66.2%,48.5%,60.6%,40.1%,59.4%,55.6%
5,Emilio Nava [USA],2,3,40.0%,3,2,1,66.7%,2020,2025,5,1.02,1.1%,2.7%,67.1%,68.4%,50.0%,62.3%,38.3%,69.0%,54.2%
5,Gonzalo Villanueva [ARG],5,0,100.0%,2,0,2,0.0%,2020,2025,4,1.21,4.8%,3.5%,63.1%,65.2%,47.4%,58.6%,50.1%,53.3%,42.4%
5,Daniel Elahi Galan [COL],3,2,60.0%,3,2,1,66.7%,2016,2025,4,1.00,1.9%,1.7%,59.6%,65.1%,47.9%,58.2%,41.9%,61.5%,50.0%
5,Gustavo Heide [BRA],2,3,40.0%,1,0,1,0.0%,2023,2024,5,1.00,5.9%,2.6%,65.4%,68.5%,57.5%,64.7%,35.2%,41.2%,31.0%
5,Felipe Meligeni Alves [BRA],4,1,80.0%,1,1,0,100.0%,2021,2024,5,1.28,3.7%,0.7%,69.0%,72.4%,56.0%,67.3%,41.7%,68.0%,40.0%
