Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,12,7,5,58.3%,13-11,54.2%,126-114,52.5%,1-4,20.0%,11,77.2%,29.0%,5.4%,4.0%,61.5%,66.5%,51.4%,60.7%,39.2%,50.3%,1.00,SF (Concepcion)
2025,57,41,16,71.9%,88-46,65.7%,704-570,55.3%,10-6,62.5%,57,75.3%,35.1%,2.8%,2.4%,65.4%,66.8%,51.2%,61.4%,43.4%,52.3%,1.12,W (3x)
2024,49,31,18,63.3%,72-44,62.1%,607-513,54.2%,12-8,60.0%,48,77.9%,29.8%,4.2%,2.6%,63.2%,69.6%,51.9%,63.1%,41.3%,51.9%,1.12,W (Amersfoort)
2023,58,38,20,65.5%,84-53,61.3%,705-617,53.3%,14-4,77.8%,58,72.8%,33.4%,2.9%,3.0%,63.5%,66.6%,49.5%,60.4%,42.8%,51.4%,1.08,W (2x)
2022,29,18,11,62.1%,38-30,55.9%,343-304,53.0%,3-8,27.3%,29,73.3%,34.0%,2.3%,1.8%,63.1%,65.2%,52.2%,60.4%,42.9%,51.3%,1.08,F (2x)
2021,46,31,15,67.4%,66-39,62.9%,526-457,53.5%,11-3,78.6%,45,74.7%,31.7%,4.0%,1.8%,63.3%,68.7%,50.3%,61.9%,42.1%,51.9%,1.11,W (Meerbusch)
2020,19,9,10,47.4%,24-23,51.1%,215-217,49.8%,3-2,60.0%,19,73.6%,26.0%,2.4%,2.8%,63.0%,66.9%,49.7%,60.6%,40.0%,50.1%,1.01,SF (Lima)
2019,41,21,20,51.2%,47-45,51.1%,439-432,50.4%,4-4,50.0%,39,74.7%,26.6%,4.0%,4.8%,59.2%,67.8%,48.7%,60.0%,39.2%,49.7%,0.98,QF (2x)
2018,18,8,10,44.4%,19-23,45.2%,198-206,49.0%,2-3,40.0%,17,72.4%,26.0%,4.7%,4.5%,60.3%,66.6%,50.9%,60.3%,37.4%,49.0%,0.94,R16 (7x)
2017,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,55.6%,20.0%,3.1%,7.7%,50.8%,63.6%,40.6%,52.3%,36.1%,44.4%,0.76,R32 (Santiago)
2016,7,2,5,28.6%,4-10,28.6%,55-76,42.0%,0-0,-,6,57.9%,28.6%,1.8%,4.9%,55.9%,61.5%,44.2%,53.8%,39.4%,47.2%,0.85,QF (Cali)
2015,1,0,1,0.0%,1-2,33.3%,12-18,40.0%,1-0,100.0%,1,64.3%,13.3%,2.2%,2.2%,54.4%,65.3%,51.2%,58.9%,32.3%,45.2%,0.79,R32 (Santiago)
Career,338,206,132,60.9%,456-328,58.2%,3937-3536,52.7%,61-42,59.2%,331,74.4%,31.0%,3.4%,2.9%,62.7%,67.3%,50.4%,61.0%,41.5%,51.1%,1.06,
