Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
10-Oct-2016,Tashkent CH,Hard,F,102,125,(5) Kravchuk d. (7) Denis Istomin [UZB],7-5 6-4,1.26,7.8%,0.0%,67.2%,83.7%,57.1%,2/2,1:26
25-Jul-2016,Astana CH,Hard,F,103,78,(1) Evgeny Donskoy [RUS] d. (4) Kravchuk,6-3 6-3,0.57,6.0%,6.0%,54.0%,55.6%,52.2%,2/6,1:02
13-Jun-2016,Fergana CH,Hard,F,106,124,(2) Radu Albot [MDA] d. (1) Kravchuk,6-4 6-2,0.62,4.9%,0.0%,50.8%,67.7%,40.0%,4/8,1:20
02-May-2016,Busan CH,Hard,F,126,97,Kravchuk d. Daniel Evans [GBR],6-4 6-4,1.43,3.6%,3.6%,65.5%,86.1%,52.6%,0/0,1:18
25-Apr-2016,Taipei CH,Hard,F,125,123,(6) Daniel Evans [GBR] d. (8) Kravchuk,3-6 6-4 6-4,1.15,8.1%,0.0%,70.9%,72.1%,56.0%,6/8,2:08
27-Apr-2015,Taipei CH,Carpet,F,167,85,(2) Samuel Groth [AUS] d. Kravchuk,6-7(5) 6-4 7-6(3),0.73,9.5%,1.0%,73.3%,76.6%,64.3%,1/2,2:04
13-Sep-2010,Bangkok CH,Hard,F,141,190,(7) Grigor Dimitrov [BUL] d. (4) Kravchuk,6-1 6-4,0.54,1.8%,0.0%,81.8%,44.4%,80.0%,7/11,1:10
23-Aug-2010,Astana CH,Hard,F,150,128,(1) Igor Kunitsyn [RUS] d. (2) Kravchuk,4-6 7-6(5) 7-6(3),0.95,12.9%,2.6%,63.8%,77.0%,47.6%,2/3,3:07
19-Jul-2010,Penza CH,Hard,F,185,95,(1) Mikhail Kukushkin [KAZ] d. (4) Kravchuk,6-3 6-7(3) 6-3,0.73,7.8%,3.5%,63.5%,71.2%,40.5%,11/14,3:04
30-Nov-2009,Khanty-Mansiysk CH,Carpet,F,353,104,Kravchuk d. (1) Marcel Granollers [ESP],1-6 6-3 6-2,,,,,,,,
