Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2017 Memphis R32,L vs Harrison,30.4%,39.3%,53.8%,37.0%,34.3%,48.6%,69.6%,44.9%,47.1%,61.1%,66.7%,23.8%,23.8%,31.3%,-79
2016 Astana CH F,L vs Donskoy,32.0%,42.0%,35.5%,35.0%,33.3%,44.4%,33.3%,38.9%,38.5%,42.9%,0.0%,35.0%,45.0%,38.5%,118
2016 Fergana CH F,L vs Albot,29.5%,37.7%,34.9%,33.1%,38.7%,45.2%,47.4%,45.8%,46.7%,56.3%,100.0%,20.0%,30.0%,25.0%,-79
2016 Bangkok CH R32,W vs Benjasupawan,48.6%,62.9%,55.6%,51.4%,52.4%,61.9%,50.0%,57.1%,45.5%,50.0%,0.0%,42.9%,64.3%,62.5%,-79
2015 Toyota CH R32,W vs Ochi,73.5%,79.4%,77.8%,76.8%,77.8%,81.5%,66.7%,81.9%,42.9%,15.4%,-,57.1%,71.4%,100.0%,-79
2015 Raanana CH R16,L vs Rola,25.7%,37.8%,49.1%,32.8%,31.1%,46.7%,54.8%,42.9%,50.0%,38.1%,0.0%,17.2%,24.1%,41.7%,-79
Career (6 matches),,36.1%,46.1%,46.7%,40.9%,42.5%,53.2%,53.3%,50.4%,45.7%,44.6%,50.0%,27.3%,36.4%,38.6%,-42
