Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,3,1,2,33.3%,2-4,33.3%,29-31,48.3%,0-1,0.0%,3,82.8%,16.7%,10.1%,1.6%,71.8%,67.4%,60.4%,65.4%,35.7%,50.1%,1.03,R16 (Bendigo)
2019,22,12,10,54.5%,27-22,55.1%,240-222,51.9%,5-1,83.3%,22,79.2%,23.6%,10.2%,2.0%,65.5%,71.8%,47.5%,63.4%,36.4%,50.3%,0.99,QF (Nur-Sultan)
2018,5,1,4,20.0%,3-8,27.3%,44-65,40.4%,1-1,50.0%,5,68.5%,11.3%,5.8%,1.2%,66.5%,63.5%,52.6%,59.8%,29.6%,45.5%,0.74,R16 (Kyoto)
2017,23,9,14,39.1%,23-31,42.6%,267-293,47.7%,9-6,60.0%,23,78.6%,16.4%,9.9%,2.7%,64.6%,71.7%,48.8%,63.6%,33.4%,48.9%,0.92,SF (Gimcheon)
2016,55,40,15,72.7%,81-38,68.1%,661-527,55.6%,10-13,43.5%,54,88.2%,23.4%,11.3%,2.2%,62.1%,76.3%,54.8%,68.2%,37.1%,52.5%,1.17,W (2x)
2015,54,35,19,64.8%,73-50,59.3%,679-600,53.1%,17-21,44.7%,54,86.3%,20.2%,10.3%,2.0%,65.6%,74.9%,53.1%,67.4%,35.6%,51.4%,1.09,F (2x)
2014,37,16,21,43.2%,40-48,45.5%,446-447,49.9%,7-14,33.3%,37,84.6%,16.3%,10.5%,2.0%,64.2%,73.6%,55.1%,67.0%,34.3%,50.2%,1.04,SF (2x)
2013,26,13,13,50.0%,31-29,51.7%,291-273,51.6%,3-5,37.5%,26,79.8%,24.0%,11.7%,3.0%,59.7%,74.0%,50.9%,64.7%,38.1%,51.1%,1.08,SF (2x)
2012,37,15,22,40.5%,34-48,41.5%,380-429,47.0%,7-6,53.8%,37,79.1%,15.4%,9.6%,3.3%,63.7%,71.5%,49.4%,63.5%,33.3%,48.2%,0.91,SF (2x)
2011,43,20,23,46.5%,43-52,45.3%,473-508,48.2%,13-14,48.1%,43,82.5%,14.6%,12.1%,2.6%,63.2%,73.5%,50.7%,65.1%,33.0%,49.0%,0.95,SF (5x)
2010,54,31,23,57.4%,69-54,56.1%,639-592,51.9%,16-12,57.1%,54,83.5%,20.5%,12.0%,3.0%,63.3%,75.0%,50.3%,66.0%,35.6%,50.7%,1.04,F (3x)
2009,20,14,6,70.0%,28-18,60.9%,234-215,52.1%,4-1,80.0%,0,,,,,,,,,,,,W (Khanty-Mansiysk)
2008,23,12,11,52.2%,29-27,51.8%,270-267,50.3%,5-4,55.6%,0,,,,,,,,,,,,SF (Fergana)
2007,18,7,11,38.9%,16-24,40.0%,182-201,47.5%,2-4,33.3%,0,,,,,,,,,,,,QF (Fergana)
2006,3,1,2,33.3%,3-4,42.9%,32-39,45.1%,1-1,50.0%,0,,,,,,,,,,,,R16 (Donetsk)
2005,2,0,2,0.0%,1-4,20.0%,19-25,43.2%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2004,3,1,2,33.3%,2-4,33.3%,25-32,43.9%,0-0,-,0,,,,,,,,,,,,R16 (Togliatti)
Career,428,228,200,53.3%,505-465,52.1%,4911-4766,50.7%,100-104,49.0%,358,83.1%,19.2%,10.9%,2.5%,63.7%,73.8%,51.7%,65.8%,35.1%,50.4%,1.03,
