Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,12,5,7,41.7%,5,3,2,60.0%,2010,2017,R128,10,0.91,10.6%,2.9%,65.8%,73.2%,46.3%,64.0%,32.9%,56.8%,35.5%
Roland Garros,7,Clay,9,2,7,22.2%,7,4,3,57.1%,2010,2017,R64,8,0.85,8.0%,2.6%,65.1%,67.4%,47.4%,60.4%,33.6%,61.8%,42.9%
Wimbledon,4,Grass,9,5,4,55.6%,7,4,3,57.1%,2014,2017,R128,1,0.69,3.0%,0.0%,68.7%,72.1%,48.4%,64.6%,24.5%,40.0%,0.0%
US Open,4,Hard,9,5,4,55.6%,4,1,3,25.0%,2014,2017,R128,3,0.95,12.5%,3.1%,58.3%,67.9%,46.3%,58.9%,39.0%,47.6%,34.6%
Davis Cup,5,,6,3,3,50.0%,3,2,1,66.7%,2013,2017,,2,1.48,7.3%,3.3%,61.0%,77.3%,60.4%,70.7%,43.3%,80.0%,46.2%
Moscow,9,Hard,24,15,9,62.5%,6,2,4,33.3%,2006,2017,R16,21,1.14,12.5%,3.4%,64.9%,75.1%,51.1%,66.7%,38.0%,54.1%,38.8%
St. Petersburg,4,Hard,14,10,4,71.4%,4,2,2,50.0%,2010,2019,R16,14,1.16,9.9%,3.2%,63.9%,74.6%,51.9%,66.4%,39.0%,64.4%,42.9%
s Hertogenbosch,3,Grass,8,5,3,62.5%,2,1,1,50.0%,2011,2016,R32,8,1.18,11.0%,3.9%,66.1%,75.5%,53.8%,68.2%,37.5%,67.6%,41.3%
Halle,3,Grass,6,3,3,50.0%,1,0,1,0.0%,2011,2013,R32,6,1.05,11.2%,2.9%,66.2%,69.5%,51.2%,63.3%,38.5%,52.9%,44.1%
Chennai,2,Hard,4,2,2,50.0%,1,1,0,100.0%,2011,2017,R32,4,1.03,11.8%,4.8%,64.6%,68.2%,53.1%,62.9%,38.4%,66.7%,38.1%
