Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,27,6,21,22.2%,18-44,29.0%,260-336,43.6%,4-5,44.4%,23,74.1%,14.8%,11.0%,4.0%,61.9%,71.5%,46.7%,62.0%,31.8%,47.1%,0.84
Clay,4,2,2,50.0%,6-6,50.0%,63-66,48.8%,3-2,60.0%,4,85.5%,11.3%,6.3%,3.2%,63.0%,75.5%,46.0%,64.6%,30.6%,48.1%,0.87
Grass,5,1,4,20.0%,5-9,35.7%,64-69,48.1%,0-1,0.0%,5,77.6%,18.5%,8.3%,3.5%,62.7%,73.3%,49.7%,64.5%,34.9%,49.8%,0.98
Carpet,2,1,1,50.0%,2-2,50.0%,14-20,41.2%,0-0,-,2,64.7%,17.6%,10.8%,4.9%,54.9%,62.5%,52.2%,57.8%,34.7%,46.5%,0.82
Grand Slams,5,1,4,20.0%,4-12,25.0%,65-94,40.9%,2-2,50.0%,5,76.6%,6.4%,8.5%,2.5%,64.0%,72.4%,45.2%,62.6%,26.7%,45.1%,0.71
Masters,2,0,2,0.0%,2-4,33.3%,28-31,47.5%,0-0,-,2,69.0%,26.7%,6.3%,2.6%,58.1%,69.4%,43.8%,58.6%,37.0%,48.0%,0.89
Other Tours,25,6,19,24.0%,19-39,32.8%,249-305,44.9%,3-5,37.5%,25,75.4%,15.0%,10.7%,4.4%,61.9%,72.0%,47.4%,62.6%,32.4%,47.7%,0.87
Best of 5,6,2,4,33.3%,4-12,25.0%,65-94,40.9%,2-2,50.0%,5,76.6%,6.4%,8.5%,2.5%,64.0%,72.4%,45.2%,62.6%,26.7%,45.1%,0.71
Best of 3,32,8,24,25.0%,27-49,35.5%,336-397,45.8%,5-6,45.5%,29,75.9%,17.0%,10.1%,4.1%,61.5%,72.1%,47.8%,62.7%,33.5%,48.3%,0.90
vs Righties,32,6,26,18.8%,24-55,30.4%,328-418,44.0%,3-5,37.5%,29,73.4%,16.0%,9.7%,4.0%,61.7%,71.1%,46.3%,61.6%,33.0%,47.4%,0.86
vs Lefties,5,3,2,60.0%,7-6,53.8%,73-73,50.0%,4-3,57.1%,5,88.6%,10.1%,10.1%,3.0%,63.1%,76.5%,51.6%,67.3%,28.3%,48.7%,0.87
vs Top 10,1,0,1,0.0%,0-3,0.0%,7-18,28.0%,0-0,-,1,58.3%,0.0%,6.0%,2.4%,68.7%,64.9%,30.8%,54.2%,22.2%,39.4%,0.49
