Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2023-11-06),1087,8,,,,,,,,,,,,
2022,494,72,,,,,,,,,,,,
2021,528,63,,,,,,,,,,,,
2020,352,120,,,,,,,,,305,182,,
2019,343,114,276,1457,256,1435,353,1322,,,420,96,,
2018,474,15,,,,,,,,,701,5,,
2017,274,186,244,1489,222,1458,301,1338,166,1462,633,74,,
2016,85,660,125,1643,106,1623,258,1398,105,1561,146,518,75,1639
2015,139,429,153,1596,147,1556,313,1329,91,1591,222,312,,
2014,207,235,242,1483,238,1438,332,1278,133,1530,127,588,,
2013,178,285,237,1492,212,1467,325,1290,154,1486,142,508,,
2012,266,181,237,1495,211,1466,325,1301,172,1470,138,503,,
2011,181,269,178,1566,166,1525,312,1331,146,1492,211,311,,
2010,146,373,164,1585,134,1571,283,1378,,,303,205,,
2009,240,187,203,1543,203,1490,,,,,292,212,,
2008,303,118,325,1401,275,1396,363,1266,,,409,120,,
2007,384,88,418,1236,394,1241,390,1195,,,509,82,,
2006,382,88,,,,,,,,,524,77,,
2005,677,25,,,,,,,,,398,109,,
2004,705,21,,,,,,,,,1562,4,,
