Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,14,2,12,14.3%,11-26,29.7%,152-203,42.8%,2-1,66.7%,13,73.6%,13.3%,9.0%,4.3%,60.8%,73.8%,43.1%,61.8%,29.8%,46.1%,0.78,R16 (Newport)
2016,7,3,4,42.9%,8-9,47.1%,84-86,49.4%,3-2,60.0%,7,80.5%,18.1%,7.1%,2.8%,63.4%,70.9%,50.2%,63.4%,35.7%,49.5%,0.98,R16 (Gstaad)
2015,2,0,2,0.0%,0-5,0.0%,21-32,39.6%,0-2,0.0%,1,57.1%,20.0%,9.3%,2.8%,53.3%,59.6%,48.0%,54.2%,33.9%,43.8%,0.74,
2014,2,0,2,0.0%,1-5,16.7%,25-38,39.7%,1-1,50.0%,1,81.3%,0.0%,3.0%,0.0%,68.7%,72.1%,48.4%,64.6%,24.5%,44.7%,0.69,
2013,3,2,1,66.7%,2-2,50.0%,16-21,43.2%,1-0,100.0%,2,72.2%,11.1%,13.9%,6.5%,67.6%,75.3%,40.0%,63.9%,25.3%,45.4%,0.70,R16 (St. Petersburg)
2012,3,1,2,33.3%,4-4,50.0%,38-36,51.4%,0-1,0.0%,3,81.1%,22.2%,17.9%,5.4%,67.9%,76.3%,45.8%,66.5%,34.9%,51.0%,1.04,R16 (Moscow)
2011,2,0,2,0.0%,1-4,20.0%,24-26,48.0%,0-1,0.0%,2,84.0%,12.5%,13.2%,3.9%,62.5%,74.7%,56.1%,67.8%,30.3%,49.7%,0.94,R32 (2x)
2010,3,1,2,33.3%,2-4,33.3%,27-29,48.2%,0-0,-,3,79.3%,14.8%,10.6%,2.7%,58.5%,68.2%,55.1%,62.8%,37.6%,50.4%,1.01,R16 (St. Petersburg)
2006,2,1,1,50.0%,2-2,50.0%,14-20,41.2%,0-0,-,2,64.7%,17.6%,10.8%,4.9%,54.9%,62.5%,52.2%,57.8%,34.7%,46.5%,0.82,R16 (Moscow)
Career,38,10,28,26.3%,31-61,33.7%,401-491,45.0%,7-8,46.7%,34,76.1%,15.0%,9.8%,3.8%,62.0%,72.2%,47.3%,62.7%,32.2%,47.7%,0.86,
