Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,4,2,2,50.0%,5-4,55.6%,40-42,48.8%,1-0,100.0%,0,,,,,,,,,,,,QF (W25 Loughborough)
2022,14,2,12,14.3%,8-26,23.5%,126-184,40.6%,1-0,100.0%,2,47.4%,21.1%,1.5%,8.2%,67.2%,48.9%,54.5%,50.7%,39.6%,45.1%,0.80,R16 (2x)
2021,13,5,8,38.5%,11-17,39.3%,113-126,47.3%,1-2,33.3%,0,,,,,,,,,,,,QF (W25 Lima)
2020,15,9,6,60.0%,18-16,52.9%,161-150,51.8%,3-0,100.0%,3,70.0%,46.7%,2.0%,8.1%,64.0%,66.7%,42.3%,57.9%,48.2%,53.1%,1.14,F (W25 Altenkirchen)
2019,36,21,15,58.3%,45-39,53.6%,406-376,51.9%,5-2,71.4%,4,44.4%,38.9%,2.5%,6.2%,66.1%,53.1%,37.8%,47.9%,45.2%,46.5%,0.87,SF (3x)
2018,32,18,14,56.3%,39-30,56.5%,334-305,52.3%,3-0,100.0%,6,67.9%,43.4%,1.7%,8.1%,68.1%,66.0%,40.0%,57.7%,49.4%,53.5%,1.17,SF (2x)
2017,59,36,23,61.0%,77-57,57.5%,658-607,52.0%,6-7,46.2%,1,72.7%,25.0%,2.5%,5.1%,60.8%,66.7%,38.7%,55.7%,39.1%,47.0%,0.88,W (Altenkirchen $25K)
2016,30,21,9,70.0%,42-22,65.6%,329-239,57.9%,2-2,50.0%,0,,,,,,,,,,,,W (Amstelveen $10K)
2015,17,12,5,70.6%,28-11,71.8%,207-142,59.3%,3-1,75.0%,0,,,,,,,,,,,,W (Amstelveen $10K)
2014,16,12,4,75.0%,22-12,64.7%,181-123,59.5%,1-2,33.3%,0,,,,,,,,,,,,W (Antalya 10K)
2013,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (Jackson MS 25K)
2012,28,18,10,64.3%,41-24,63.1%,321-272,54.1%,3-2,60.0%,0,,,,,,,,,,,,F (Koksijde 25K)
2011,53,38,15,71.7%,81-38,68.1%,631-447,58.5%,5-7,41.7%,0,,,,,,,,,,,,W (3x)
2010,27,16,11,59.3%,35-24,59.3%,295-247,54.4%,1-4,20.0%,0,,,,,,,,,,,,W (Enschede 10K)
2009,16,7,9,43.8%,17-18,48.6%,153-158,49.2%,1-3,25.0%,0,,,,,,,,,,,,SF (Apeldoorn 10K)
2008,54,36,18,66.7%,73-46,61.3%,582-492,54.2%,8-5,61.5%,0,,,,,,,,,,,,F (2x)
2007,21,11,10,52.4%,24-23,51.1%,214-207,50.8%,3-4,42.9%,0,,,,,,,,,,,,SF (Le Havre 10K)
2006,12,7,5,58.3%,18-8,69.2%,131-99,57.0%,2-1,66.7%,0,,,,,,,,,,,,SF (2x)
2005,18,10,8,55.6%,23-18,56.1%,203-169,54.6%,1-1,50.0%,0,,,,,,,,,,,,QF (4x)
2004,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (Enschede 10K)
2003,1,0,1,0.0%,1-2,33.3%,13-16,44.8%,0-0,-,0,,,,,,,,,,,,R32 (Alkmaar 10K)
Career,468,281,187,60.0%,608-439,58.1%,5104-4425,53.6%,50-43,53.8%,16,60.4%,38.7%,2.0%,7.4%,66.1%,60.7%,41.7%,54.3%,45.9%,50.0%,1.00,
