Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Brussels R16,L vs Collignon,64.3%,42.9%,4.1%,2/2,1.98,11.8%,59.2%,31.0%,0.0%,1.78,15.4%,87.5%,66.7%,16.7%,2.42,4.2%
2025 Shanghai R64,L vs Musetti,81.4%,31.4%,4.7%,0/2,2.07,7.7%,80.8%,23.8%,7.7%,1.81,15.8%,82.4%,42.9%,0.0%,2.30,0.0%
2025 Davis Cup Qualifiers RR,L vs De Jong,64.2%,41.2%,1.9%,1/0,2.04,34.2%,51.9%,35.7%,0.0%,2.02,42.3%,83.3%,45.0%,4.2%,2.08,16.7%
2025 Cincinnati R16,L vs Rublev,53.2%,52.0%,8.5%,3/1,2.36,17.2%,43.8%,42.9%,3.1%,2.88,41.7%,84.6%,63.6%,23.1%,2.00,0.0%
2025 Canada R32,L vs De Minaur,64.2%,32.4%,0.0%,0/0,2.25,5.7%,60.0%,33.3%,0.0%,2.02,9.1%,76.0%,31.6%,0.0%,2.62,0.0%
2025 Gstaad QF,L vs Bublik,54.8%,41.2%,0.0%,0/0,2.26,51.5%,51.4%,47.4%,0.0%,2.18,59.3%,75.0%,33.3%,0.0%,2.58,16.7%
2025 Hamburg R32,L vs Etcheverry,73.3%,47.3%,0.0%,0/0,2.21,10.9%,53.8%,42.9%,0.0%,2.22,20.8%,94.4%,50.0%,0.0%,2.20,0.0%
2025 Rome R64,L vs Rune,80.9%,49.1%,1.5%,0/2,2.43,19.7%,77.4%,47.2%,0.0%,2.50,26.7%,92.7%,52.6%,4.9%,2.31,7.7%
2025 Madrid R64,W vs Fils,77.5%,47.3%,9.9%,5/2,2.51,21.2%,77.6%,42.1%,6.1%,2.63,39.3%,94.4%,58.8%,22.2%,2.38,0.0%
2025 Miami R128,L vs Cina,70.2%,45.8%,8.3%,6/1,2.51,25.0%,68.8%,40.9%,4.7%,2.45,31.0%,78.9%,60.0%,21.1%,2.63,13.3%
2025 Rio de Janeiro SF,L vs Muller,83.0%,41.9%,3.6%,1/3,2.16,16.2%,77.5%,34.5%,4.2%,2.33,26.2%,97.4%,52.6%,2.6%,1.92,3.1%
2025 Rio de Janeiro QF,W vs Zverev,60.5%,52.2%,0.0%,0/0,2.47,7.0%,60.4%,58.6%,0.0%,2.65,12.5%,70.8%,41.2%,0.0%,2.24,0.0%
2024 Wimbledon R32,L vs Musetti,70.9%,39.0%,4.3%,2/4,2.55,52.1%,68.8%,40.9%,5.2%,2.50,76.7%,77.3%,35.3%,2.3%,2.63,13.0%
2024 Wimbledon R128,W vs Rublev,72.5%,44.2%,9.2%,8/4,2.15,8.0%,70.8%,31.4%,5.6%,2.23,11.6%,80.0%,59.1%,14.5%,2.05,3.1%
2022 Corrientes CH F,W vs Navone,90.9%,67.5%,4.5%,1/0,2.15,0.0%,100.0%,63.0%,7.4%,2.11,0.0%,86.7%,76.9%,0.0%,2.25,0.0%
Career (15 matches),,71.6%,44.9%,4.2%,56.9%,2.29,20.9%,68.0%,40.9%,3.0%,2.29,31.4%,84.5%,50.9%,6.8%,2.30,4.8%
