Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,29,11,18,37.9%,31-45,40.8%,349-403,46.4%,4-7,36.4%,28,76.2%,16.9%,10.9%,4.6%,60.9%,74.4%,44.4%,62.6%,34.4%,48.7%,0.92
Clay,30,13,17,43.3%,34-41,45.3%,377-400,48.5%,10-10,50.0%,30,79.3%,17.3%,8.6%,4.1%,62.4%,73.0%,49.0%,64.0%,36.3%,49.8%,1.01
Grass,5,2,3,40.0%,7-11,38.9%,89-100,47.1%,3-3,50.0%,5,81.3%,12.0%,9.3%,4.0%,63.9%,70.0%,52.2%,63.6%,32.6%,48.5%,0.89
Grand Slams,13,6,7,46.2%,23-28,45.1%,248-267,48.2%,5-6,45.5%,13,79.8%,15.5%,9.8%,4.5%,60.0%,74.4%,46.8%,63.4%,34.1%,49.0%,0.93
Masters,17,8,9,47.1%,17-19,47.2%,172-186,48.0%,2-3,40.0%,17,74.4%,22.0%,11.8%,4.6%,60.2%,72.7%,45.1%,61.7%,37.8%,49.5%,0.99
Other Tours,33,12,21,36.4%,32-48,40.0%,388-438,47.0%,10-11,47.6%,33,78.8%,14.8%,8.6%,4.0%,63.9%,72.7%,48.8%,64.1%,34.4%,49.1%,0.96
Best of 5,13,6,7,46.2%,23-28,45.1%,248-267,48.2%,5-6,45.5%,13,79.8%,15.5%,9.8%,4.5%,60.0%,74.4%,46.8%,63.4%,34.1%,49.0%,0.93
Best of 3,51,20,31,39.2%,49-69,41.5%,567-636,47.1%,12-14,46.2%,50,77.4%,17.0%,9.6%,4.2%,62.8%,72.7%,47.6%,63.4%,35.5%,49.2%,0.97
Semi-finals,1,0,1,0.0%,1-2,33.3%,15-19,44.1%,1-0,100.0%,1,68.8%,17.6%,4.8%,3.8%,60.0%,68.3%,42.9%,58.1%,36.6%,47.0%,0.87
Quarter-finals,3,1,2,33.3%,3-5,37.5%,36-40,47.4%,0-1,0.0%,3,76.3%,18.9%,6.0%,3.2%,62.5%,69.7%,47.3%,61.3%,35.5%,48.9%,0.92
vs Righties,54,23,31,42.6%,63-78,44.7%,686-745,47.9%,15-18,45.5%,53,79.3%,16.5%,10.0%,3.9%,61.9%,73.3%,48.2%,63.7%,35.0%,49.3%,0.97
vs Lefties,10,3,7,30.0%,9-19,32.1%,129-158,44.9%,2-2,50.0%,10,72.7%,16.4%,8.0%,5.9%,61.8%,72.8%,43.2%,61.5%,35.2%,48.4%,0.92
vs Top 10,7,2,5,28.6%,7-12,36.8%,85-102,45.5%,2-0,100.0%,7,76.1%,12.9%,7.4%,3.0%,63.7%,69.6%,47.5%,61.5%,33.3%,47.5%,0.87
