Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Brussels R16,L vs Collignon,45,33,1.4,21.3%,15.6%,35,31,1.1,18.6%,16.5%,15.4%,2.7%,1.2,14.7%,12.3%
2025 Shanghai Masters R64,L vs Musetti,17,19,0.9,18.7%,20.9%,15,17,0.9,17.4%,19.8%,12.8%,3.5%,2.0,19.8%,9.9%
2025 Davis Cup RR,L vs De Jong,18,22,0.8,15.8%,19.3%,11,20,0.6,11.6%,21.1%,7.4%,4.2%,1.8,21.1%,11.4%
2025 Cincinnati Masters R16,L vs Rublev,21,19,1.1,21.2%,19.2%,10,14,0.7,13.7%,19.2%,1.4%,4.1%,1.9,30.3%,16.2%
2025 Canada Masters R64,L vs De Minaur,16,39,0.4,14.4%,35.1%,12,32,0.4,12.6%,33.7%,4.2%,4.2%,0.5,10.8%,20.7%
2025 Gstaad QF,L vs Bublik,25,14,1.8,21.7%,12.2%,17,11,1.5,19.3%,12.5%,5.7%,5.7%,2.0,35.7%,18.3%
2025 Hamburg R32,L vs Etcheverry,23,25,0.9,16.4%,17.9%,21,22,1.0,15.9%,16.7%,10.6%,5.3%,1.2,16.4%,14.3%
2025 Rome Masters R64,L vs Rune,33,34,1.0,14.2%,14.7%,29,30,1.0,13.2%,13.7%,9.1%,3.7%,1.1,19.8%,18.1%
2025 Madrid Masters R64,W vs Fils,25,18,1.4,16.4%,11.8%,14,16,0.9,10.5%,12.0%,4.5%,6.0%,0.9,19.1%,20.4%
2025 Miami Masters R128,L vs Cina,33,22,1.5,20.2%,13.5%,18,20,0.9,12.7%,14.1%,11.3%,1.4%,1.0,15.3%,14.7%
2025 Rio de Janeiro SF,L vs Muller,29,50,0.6,13.4%,23.0%,24,46,0.5,11.7%,22.4%,9.3%,2.4%,1.0,13.4%,13.8%
2025 Rio de Janeiro QF,W vs Zverev,28,29,1.0,16.5%,17.1%,23,28,0.8,15.1%,18.4%,11.8%,2.6%,1.0,14.7%,14.7%
2024 US Open R32,L vs Fritz,20,24,0.8,12.0%,14.4%,17,22,0.8,11.2%,14.5%,7.9%,2.6%,1.5,19.8%,13.2%
2024 US Open R64,W vs Humbert,32,35,0.9,13.4%,14.7%,21,27,0.8,10.9%,14.0%,5.2%,4.7%,0.7,15.5%,21.4%
2024 US Open R128,W vs Stricker,43,38,1.1,16.1%,14.2%,33,32,1.0,14.1%,13.7%,9.0%,2.1%,0.9,11.2%,12.7%
2024 Wimbledon R32,L vs Musetti,40,59,0.7,13.5%,19.9%,35,56,0.6,12.4%,19.8%,8.5%,3.2%,1.2,14.2%,11.8%
2024 Wimbledon R64,W vs Walton,68,47,1.4,19.9%,13.8%,49,41,1.2,16.2%,13.6%,10.9%,4.3%,1.5,16.4%,10.9%
2024 Wimbledon R128,W vs Rublev,46,38,1.2,17.2%,14.2%,25,36,0.7,10.7%,15.4%,6.4%,3.8%,1.0,14.6%,14.6%
2022 Corrientes CH F,W vs Navone,10,20,0.5,10.3%,20.6%,10,19,0.5,10.6%,20.2%,7.4%,3.2%,0.3,9.3%,29.9%
Career (19 matches),,572,585,1.0,16.4%,16.8%,419,520,0.8,13.5%,16.8%,8.8%,3.5%,1.1,16.6%,15.1%
