Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,23,9,14,39.1%,23-33,41.1%,263-298,46.9%,3-6,33.3%,22,76.0%,18.4%,11.7%,4.7%,61.0%,74.2%,44.2%,62.5%,35.3%,49.0%,0.94
Clay,19,9,10,47.4%,22-24,47.8%,235-237,49.8%,4-6,40.0%,19,81.1%,18.3%,9.6%,4.8%,63.4%,74.5%,47.7%,64.7%,37.3%,50.4%,1.06
Grass,2,0,2,0.0%,0-5,0.0%,20-31,39.2%,0-1,0.0%,2,68.0%,12.0%,8.1%,8.1%,64.0%,65.5%,43.5%,57.6%,31.0%,45.0%,0.73
Grand Slams,6,2,4,33.3%,8-14,36.4%,100-117,46.1%,1-3,25.0%,6,73.8%,17.9%,10.7%,6.0%,57.7%,73.3%,42.1%,60.1%,36.0%,48.1%,0.90
Masters,17,8,9,47.1%,17-19,47.2%,172-186,48.0%,2-3,40.0%,17,74.4%,22.0%,11.8%,4.6%,60.2%,72.7%,45.1%,61.7%,37.8%,49.5%,0.99
Other Tours,20,8,12,40.0%,20-27,42.6%,239-251,48.8%,4-7,36.4%,20,82.2%,15.2%,9.6%,4.7%,65.9%,74.9%,48.3%,65.8%,34.7%,50.0%,1.02
Best of 5,6,2,4,33.3%,8-14,36.4%,100-117,46.1%,1-3,25.0%,6,73.8%,17.9%,10.7%,6.0%,57.7%,73.3%,42.1%,60.1%,36.0%,48.1%,0.90
Best of 3,38,16,22,42.1%,37-48,43.5%,418-449,48.2%,6-10,37.5%,37,78.9%,18.1%,10.6%,4.6%,63.4%,74.0%,46.8%,64.0%,36.1%,49.8%,1.00
Quarter-finals,2,0,2,0.0%,1-4,20.0%,20-27,42.6%,0-1,0.0%,2,73.9%,13.0%,7.1%,4.5%,64.3%,68.7%,41.8%,59.1%,34.9%,47.1%,0.85
vs Righties,37,17,20,45.9%,42-47,47.2%,438-457,48.9%,6-11,35.3%,36,79.5%,18.9%,11.1%,4.6%,62.2%,74.3%,46.6%,63.8%,36.3%,49.9%,1.00
vs Lefties,7,1,6,14.3%,3-15,16.7%,80-109,42.3%,1-2,33.3%,7,70.2%,14.1%,8.2%,6.3%,62.3%,71.6%,41.4%,60.2%,34.7%,47.3%,0.87
vs Top 10,5,0,5,0.0%,2-10,16.7%,45-70,39.1%,1-0,100.0%,5,70.2%,7.0%,5.2%,4.1%,62.5%,67.4%,43.5%,58.4%,31.9%,44.9%,0.77
