Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Brussels R16,L vs Collignon,3.8,3.6,4.0,52.7%,51.2%,44.0%,50.0%,56.5%,24.8%,13.5,9.4,-4.5,-4.6
2025 Shanghai R64,L vs Musetti,5.6,5.6,5.5,47.2%,12.5%,33.3%,69.2%,45.5%,13.8%,-9.0,-11.5,-3.0,-3.3
2025 Davis Cup Qualifiers RR,L vs De Jong,3.9,3.5,4.2,50.8%,35.7%,29.4%,50.0%,54.4%,35.1%,-4.5,-5.9,-4.0,-8.3
2025 Cincinnati R16,L vs Rublev,2.6,2.6,2.5,44.4%,33.3%,25.0%,0.0%,52.9%,56.1%,-3.5,-11.7,0.0,0.0
2025 Canada R32,L vs De Minaur,3.9,3.2,4.6,41.1%,31.3%,57.1%,40.0%,35.6%,32.2%,-4.0,-7.3,-7.0,-8.8
2025 Gstaad QF,L vs Bublik,2.7,2.8,2.6,42.9%,58.3%,40.0%,50.0%,55.3%,43.5%,2.0,6.3,0.0,0.0
2025 Hamburg R32,L vs Etcheverry,4.7,4.1,5.1,48.6%,51.5%,23.5%,43.8%,54.7%,28.8%,4.0,2.9,1.0,1.2
2025 Rome R64,L vs Rune,4.4,3.9,4.8,50.0%,52.2%,37.9%,55.0%,53.3%,28.9%,6.0,3.3,4.5,3.4
2025 Madrid R64,W vs Fils,3.5,3.3,3.6,58.2%,44.2%,27.3%,57.1%,40.5%,24.1%,5.0,7.6,-5.0,-5.9
2025 Miami R128,L vs Cina,3.4,3.1,3.8,45.1%,59.3%,53.8%,60.0%,60.0%,39.3%,7.0,6.5,-5.0,-10.4
2025 Rio de Janeiro SF,L vs Muller,4.6,4.0,5.3,52.2%,38.8%,43.8%,43.5%,51.9%,43.4%,2.5,1.2,-16.0,-14.3
2025 Rio de Janeiro QF,W vs Zverev,4.2,4.4,4.1,50.5%,45.2%,73.1%,44.4%,53.3%,50.4%,4.5,3.8,-1.5,-2.3
2024 Wimbledon R32,L vs Musetti,4.2,4.1,4.3,42.1%,53.8%,58.3%,34.8%,54.0%,48.0%,-6.0,-2.8,1.5,1.4
2024 Wimbledon R128,W vs Rublev,3.5,3.0,4.0,52.6%,58.9%,37.5%,35.7%,38.7%,45.3%,5.0,5.3,-8.0,-7.2
2022 Corrientes CH F,W vs Navone,5.9,4.5,7.5,72.2%,58.1%,50.0%,55.0%,56.1%,26.9%,4.5,3.5,2.0,2.5
Career (15 matches),,4.0,3.7,4.4,49.3%,48.0%,44.5%,47.3%,51.1%,36.2%,1.8,1.6,-3.0,-3.8
