Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Brussels R16,L vs Collignon,0.88,0.87,95.5,3.2,10.3%,69.0%,7.3%,69.1%,26.9%,34.8%
2025 Shanghai R64,L vs Musetti,0.93,0.48,42.3,2.3,4.0%,48.0%,4.3%,52.2%,22.7%,28.6%
2025 Davis Cup RR,L vs De Jong,0.83,0.56,38.5,2.1,18.8%,65.6%,3.4%,44.8%,28.6%,32.0%
2025 Cincinnati R16,L vs Rublev,0.90,0.55,36.7,2.2,22.2%,48.1%,20.0%,48.0%,29.2%,34.8%
2025 Canada R64,L vs De Minaur,0.92,0.52,42.0,2.4,6.7%,46.7%,7.1%,60.7%,32.1%,20.0%
2025 Gstaad QF,L vs Bublik,0.75,0.64,48.7,2.2,17.2%,62.1%,12.5%,66.7%,34.4%,26.7%
2025 Hamburg R32,L vs Etcheverry,0.86,0.72,52.6,2.4,0.0%,55.9%,6.5%,61.3%,35.9%,33.3%
2025 Rome R64,L vs Rune,0.83,0.89,73.4,5.8,8.0%,60.0%,0.0%,63.0%,41.2%,41.2%
2025 Madrid R64,W vs Fils,1.31,1.40,47.5,3.9,14.3%,57.1%,12.8%,64.1%,32.4%,52.9%
2025 Miami R128,L vs Cina,0.84,0.82,56.5,2.8,16.7%,71.4%,21.6%,59.5%,41.9%,24.4%
2025 Rio de Janeiro SF,L vs Muller,0.97,0.85,69.9,2.5,5.5%,58.2%,4.0%,58.0%,37.9%,35.2%
2025 Rio de Janeiro QF,W vs Zverev,1.20,1.26,62.9,9.4,8.0%,72.0%,2.3%,56.8%,38.1%,35.3%
2024 US Open R32,L vs Fritz,0.85,0.54,26.1,2.3,6.5%,52.2%,0.0%,61.0%,14.0%,43.2%
2024 US Open R64,W vs Humbert,1.12,1.37,36.1,6.5,9.7%,79.0%,9.3%,59.3%,46.2%,26.3%
2024 US Open R128,W vs Stricker,1.08,1.19,48.5,5.5,4.1%,60.3%,9.9%,67.6%,44.6%,34.5%
2024 Wimbledon R32,L vs Musetti,1.00,0.77,46.5,2.7,2.5%,68.8%,4.0%,57.3%,26.0%,30.9%
2024 Wimbledon R128,W vs Rublev,1.10,1.19,45.2,2.2,22.5%,70.4%,7.7%,64.6%,31.3%,39.1%
2022 Corrientes CH F,W vs Navone,1.21,1.91,37.6,2.2,0.0%,71.4%,0.0%,44.0%,69.6%,61.9%
2019 M25 Lima R16,L vs Cerundolo,0.91,0.80,56.4,2.5,-,54.3%,-,55.0%,36.7%,43.2%
2019 M25 Lima R32,W vs Bogo,0.99,1.81,38.3,2.4,-,57.7%,-,79.2%,55.2%,61.5%
2025 (12 matches),,0.93,0.81,60.0,2.8,10.5%,61.0%,7.9%,59.6%,34.7%,34.3%
2024 (5 matches),,1.04,1.00,41.9,3.2,9.0%,66.9%,6.5%,62.1%,33.5%,34.2%
2022 (1 matches),,1.21,1.91,37.6,2.2,0.0%,71.4%,0.0%,44.0%,69.6%,61.9%
2019 (7 matches),,0.88,0.87,52.1,2.8,0.0%,52.8%,0.0%,56.8%,43.1%,46.6%
Career (25 matches),,0.96,0.91,52.2,2.8,7.4%,61.2%,5.4%,59.3%,37.2%,37.9%
