Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Caldas Da Rainha 125 F,L vs Iatcenko,1.03,0.83,55.4,2.0,2.3%,45.5%,5.0%,35.0%,40.0%,56.3%
2023 Prague R32,L vs Martincova,0.94,0.88,75.7,8.0,1.7%,48.3%,3.6%,55.4%,44.4%,46.7%
2014 Sibenik 10K R32,L vs Kubicikova,0.89,0.56,33.5,2.0,0.0%,32.0%,0.0%,36.4%,45.8%,37.5%
2025 (1 matches),,1.03,0.83,55.4,2.0,2.3%,45.5%,5.0%,35.0%,40.0%,56.3%
2023 (1 matches),,0.94,0.88,75.7,8.0,1.7%,48.3%,3.6%,55.4%,44.4%,46.7%
2014 (1 matches),,0.89,0.56,33.5,2.0,0.0%,32.0%,0.0%,36.4%,45.8%,37.5%
Career (3 matches),,0.96,0.79,59.6,2.7,1.6%,44.1%,3.4%,44.9%,42.7%,48.7%
