Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Queens Club R32,L vs Alcaraz,0.0%,-,6.8%,80.0%,10.0%,9.1%,0.0%,11.7%,42.9%,1.2%,50.0%,-47,-37
2024 Australian Open R128,L vs Arnaldi,0.0%,-,10.7%,72.7%,14.1%,9.5%,25.0%,6.0%,26.3%,0.0%,-,-87,-100
2023 Cary CH QF,W vs Hijikata,0.0%,-,14.9%,80.0%,9.3%,13.6%,9.1%,4.8%,0.0%,1.0%,50.0%,-65,-38
Career (3 matches),,0.0%,-,10.4%,76.6%,11.6%,10.8%,15.0%,7.3%,26.7%,0.6%,50.0%,-71,-67
