Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,46,15,31,32.6%,39-74,34.5%,554-607,47.7%,7-24,22.6%,46,81.4%,16.1%,8.6%,2.5%,63.7%,71.7%,51.5%,64.4%,33.6%,48.9%,0.94
Clay,6,2,4,33.3%,5-10,33.3%,70-84,45.5%,2-2,50.0%,5,72.4%,17.6%,6.2%,2.3%,61.8%,68.8%,42.9%,59.0%,34.8%,47.6%,0.85
Grass,6,2,4,33.3%,9-10,47.4%,93-99,48.4%,2-3,40.0%,6,83.7%,14.7%,5.7%,2.4%,63.2%,69.3%,58.8%,65.5%,32.3%,49.2%,0.94
Grand Slams,12,3,9,25.0%,17-30,36.2%,227-258,46.8%,4-9,30.8%,12,80.8%,14.3%,6.2%,2.1%,63.9%,69.8%,53.9%,64.1%,33.3%,48.6%,0.93
Masters,16,8,8,50.0%,17-20,45.9%,192-181,51.5%,2-7,22.2%,16,84.4%,20.7%,8.4%,2.1%,63.8%,71.1%,53.0%,64.6%,35.6%,50.4%,1.01
Other Tours,30,8,22,26.7%,19-44,30.2%,298-351,45.9%,5-13,27.8%,29,78.6%,14.8%,9.0%,2.9%,62.7%,72.0%,48.8%,63.3%,32.7%,48.1%,0.89
Best of 5,12,3,9,25.0%,17-30,36.2%,227-258,46.8%,4-9,30.8%,12,80.8%,14.3%,6.2%,2.1%,63.9%,69.8%,53.9%,64.1%,33.3%,48.6%,0.93
Best of 3,46,16,30,34.8%,36-64,36.0%,490-532,47.9%,7-20,25.9%,45,80.7%,16.9%,8.8%,2.6%,63.2%,71.7%,50.3%,63.8%,33.7%,49.0%,0.93
Semi-finals,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,8.1%,5.4%,45.9%,64.7%,45.0%,54.1%,30.8%,40.4%,0.67
Quarter-finals,1,1,0,100.0%,2-1,66.7%,15-13,53.6%,0-0,-,1,78.6%,28.6%,12.3%,6.2%,54.3%,75.0%,48.6%,63.0%,38.8%,50.6%,1.05
vs Righties,47,15,32,31.9%,42-77,35.3%,583-640,47.7%,7-25,21.9%,46,81.7%,15.6%,7.7%,2.5%,63.4%,70.7%,51.9%,63.8%,33.0%,48.7%,0.91
vs Lefties,11,4,7,36.4%,11-17,39.3%,134-150,47.2%,4-4,50.0%,11,76.6%,18.0%,9.0%,2.4%,63.2%,72.9%,49.7%,64.4%,35.9%,49.5%,1.01
vs Top 10,4,0,4,0.0%,0-9,0.0%,39-58,40.2%,0-3,0.0%,4,80.4%,4.2%,5.5%,4.5%,65.6%,67.2%,49.5%,61.1%,26.6%,45.3%,0.68
