Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,5,1,4,20.0%,3,0,3,0.0%,2023,2026,R128,5,0.92,5.1%,1.8%,65.1%,68.2%,50.6%,62.1%,35.0%,61.4%,40.0%
Roland Garros,2,Clay,3,1,2,33.3%,3,1,2,33.3%,2024,2025,R64,3,0.83,5.1%,1.1%,62.4%,69.2%,44.7%,60.0%,33.0%,71.1%,33.3%
Wimbledon,2,Grass,3,1,2,33.3%,4,2,2,50.0%,2024,2025,R64,3,1.00,5.9%,1.9%,66.0%,68.3%,62.8%,66.4%,33.6%,71.0%,41.7%
US Open,2,Hard,3,1,2,33.3%,3,1,2,33.3%,2024,2025,R64,3,1.02,8.9%,4.1%,59.6%,73.6%,53.0%,65.3%,35.2%,47.8%,34.3%
Miami Masters,3,Hard,12,8,4,66.7%,4,2,2,50.0%,2024,2026,R16,12,1.12,10.4%,0.7%,68.2%,72.1%,57.2%,67.4%,36.6%,74.2%,30.4%
Indian Wells Masters,3,Hard,7,4,3,57.1%,2,0,2,0.0%,2024,2026,R64,7,1.03,8.3%,2.9%,66.4%,69.2%,45.0%,61.0%,40.2%,58.5%,40.4%
Acapulco,2,Hard,4,2,2,50.0%,3,0,3,0.0%,2025,2026,R32,4,1.00,7.9%,0.7%,70.7%,70.2%,51.2%,64.6%,35.5%,66.7%,45.5%
Delray Beach,2,Hard,5,2,3,40.0%,2,1,1,50.0%,2025,2026,R16,5,0.92,9.6%,1.7%,69.3%,72.0%,49.1%,64.9%,32.4%,62.5%,31.6%
Adelaide,3,Hard,8,5,3,62.5%,4,3,1,75.0%,2024,2026,R32,8,0.97,7.2%,1.6%,64.7%,69.7%,46.3%,61.4%,37.4%,67.2%,33.3%
Brisbane,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2024,2026,R32,2,0.75,14.9%,4.4%,61.4%,68.6%,43.2%,58.8%,30.8%,50.0%,33.3%
