Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Queens Club R32,L vs Alcaraz,27.1%,38.8%,56.9%,34.7%,34.7%,49.0%,59.4%,48.0%,55.0%,51.7%,0.0%,18.8%,28.1%,53.8%,65
2024 Australian Open R128,L vs Arnaldi,15.2%,25.0%,52.6%,22.8%,15.5%,29.3%,61.2%,27.6%,37.0%,35.5%,0.0%,14.7%,17.6%,37.9%,-79
2023 Cary CH QF,W vs Hijikata,32.0%,38.0%,58.8%,36.4%,37.0%,44.4%,70.6%,45.2%,30.8%,50.0%,0.0%,26.1%,30.4%,47.1%,-79
Career (3 matches),,23.3%,33.0%,55.3%,30.3%,26.9%,39.6%,62.2%,38.6%,41.7%,44.6%,0.0%,19.1%,24.7%,45.8%,-14
