Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,7,3,4,42.9%,7-9,43.8%,76-90,45.8%,3-3,50.0%,7,80.0%,11.3%,14.0%,6.0%,54.0%,76.5%,51.9%,65.2%,29.9%,48.1%,0.86,QF (Mallorca)
2022,11,0,11,0.0%,4-24,14.3%,98-166,37.1%,2-2,50.0%,11,67.7%,7.5%,12.3%,7.4%,52.4%,74.3%,39.2%,57.6%,30.2%,44.0%,0.71,R32 (8x)
2021,31,11,20,35.5%,33-50,39.8%,394-448,46.8%,8-7,53.3%,31,81.7%,12.2%,12.8%,5.8%,55.8%,77.4%,50.6%,65.6%,30.6%,48.3%,0.89,QF (Mallorca)
2020,17,7,10,41.2%,18-26,40.9%,213-233,47.8%,5-5,50.0%,17,81.8%,12.9%,16.5%,6.0%,54.4%,78.4%,47.7%,64.4%,31.1%,48.6%,0.87,QF (2x)
2019,29,13,16,44.8%,35-42,45.5%,401-414,49.2%,9-14,39.1%,27,86.9%,12.7%,13.6%,4.4%,57.2%,77.6%,52.3%,66.8%,32.1%,49.3%,0.97,W (Queen's Club)
2018,43,22,21,51.2%,46-56,45.1%,498-542,47.9%,13-9,59.1%,42,81.4%,13.4%,15.2%,4.0%,59.9%,76.8%,47.5%,65.0%,32.9%,49.1%,0.94,QF (5x)
2017,49,25,24,51.0%,65-63,50.8%,655-654,50.0%,16-15,51.6%,48,82.6%,16.9%,12.8%,3.4%,59.4%,76.9%,50.2%,66.0%,33.3%,49.7%,0.98,W (Queen's Club)
2016,55,31,24,56.4%,78-63,55.3%,738-699,51.4%,22-16,57.9%,55,84.6%,17.1%,12.6%,3.7%,58.3%,76.8%,51.3%,66.2%,35.2%,50.5%,1.04,W (Gstaad)
2015,58,32,26,55.2%,86-72,54.4%,834-809,50.8%,27-15,64.3%,58,84.9%,16.3%,14.4%,4.1%,57.3%,76.5%,53.5%,66.7%,34.3%,50.5%,1.03,F (2x)
2014,65,40,25,61.5%,88-72,55.0%,840-822,50.5%,22-21,51.2%,62,86.6%,14.4%,12.6%,3.8%,60.1%,77.7%,53.1%,67.9%,32.8%,50.2%,1.02,W (Eastbourne)
2013,51,31,20,60.8%,71-58,55.0%,657-640,50.7%,14-10,58.3%,50,83.8%,17.3%,13.6%,4.4%,58.6%,75.2%,53.1%,66.0%,34.3%,50.3%,1.01,W (Eastbourne)
2012,54,26,28,48.1%,63-68,48.1%,690-683,50.3%,14-25,35.9%,54,85.4%,15.5%,12.6%,4.2%,57.0%,77.1%,51.8%,66.2%,33.2%,49.9%,0.98,SF (3x)
2011,62,36,26,58.1%,89-73,54.9%,858-841,50.5%,29-20,59.2%,60,85.6%,15.0%,14.9%,4.4%,57.9%,77.6%,53.0%,67.2%,33.2%,50.1%,1.01,F (Belgrade)
2010,51,27,24,52.9%,60-61,49.6%,600-604,49.8%,13-14,48.1%,49,85.0%,16.1%,13.7%,4.3%,57.1%,77.0%,50.8%,65.8%,32.6%,49.5%,0.95,W (Johannesburg)
2009,41,17,24,41.5%,50-59,45.9%,542-585,48.1%,13-9,59.1%,40,82.7%,14.0%,11.2%,3.2%,61.8%,74.4%,51.8%,65.8%,32.3%,49.1%,0.94,SF (Shanghai Masters)
2008,53,27,26,50.9%,71-66,51.8%,707-716,49.7%,21-9,70.0%,50,85.8%,12.8%,13.7%,3.7%,60.9%,75.1%,53.3%,66.6%,32.1%,49.6%,0.96,F (Dubai)
2007,51,26,25,51.0%,69-65,51.5%,675-684,49.7%,20-15,57.1%,50,84.4%,14.7%,12.2%,4.2%,59.4%,75.7%,52.3%,66.2%,32.6%,49.6%,0.96,SF (Stuttgart)
2006,48,19,29,39.6%,52-73,41.6%,601-660,47.7%,11-13,45.8%,47,80.0%,16.6%,12.2%,4.5%,58.1%,75.6%,48.4%,64.2%,33.8%,49.0%,0.94,F (Gstaad)
2005,59,31,28,52.5%,79-77,50.6%,785-809,49.2%,19-15,55.9%,57,83.2%,16.2%,10.4%,4.0%,59.4%,76.0%,51.1%,65.9%,33.4%,49.6%,0.98,F (New Haven)
2004,60,33,27,55.0%,86-77,52.8%,831-824,50.2%,13-18,41.9%,55,84.8%,16.5%,11.9%,4.2%,56.7%,76.6%,51.9%,66.0%,32.6%,49.5%,0.96,W (Vienna)
2003,64,34,30,53.1%,82-76,51.9%,794-790,50.1%,19-17,52.8%,60,82.8%,16.8%,10.5%,4.3%,58.3%,74.1%,53.0%,65.3%,33.6%,49.8%,0.97,SF (2x)
2002,35,18,17,51.4%,48-54,47.1%,503-544,48.0%,11-8,57.9%,35,82.4%,13.7%,10.4%,4.6%,59.3%,74.9%,49.1%,64.4%,31.6%,48.5%,0.89,SF (Buenos Aires)
2001,7,2,5,28.6%,7-11,38.9%,86-100,46.2%,3-1,75.0%,7,69.2%,23.1%,6.6%,3.4%,60.2%,65.6%,47.7%,58.5%,36.7%,47.5%,0.88,QF (Vina del Mar)
2000,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,62.5%,0.0%,0.0%,8.7%,58.7%,70.4%,26.3%,52.2%,24.5%,37.9%,0.51,R32 (Estoril)
1998,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,0.0%,0.0%,73.0%,37.0%,50.0%,40.5%,34.0%,36.7%,0.57,R64 (Barcelona)
Career,1003,511,492,50.9%,1287-1299,49.8%,13083-13381,49.4%,327-281,53.8%,974,83.7%,15.2%,12.7%,4.2%,58.4%,76.2%,51.4%,65.9%,33.0%,49.6%,0.97,
