Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2021 US Open R128,L vs Zapata Miralles,118.1,123.3,9.8,128.8,116.4,138,69,107.7,7.3,112.3,108.2,121,93
2021 Wimbledon R128,L vs Evans,115.3,122.0,6.3,123.6,118.9,133,109,104.7,6.3,106.6,101.0,115,90
2019 US Open R32,L vs Medvedev,110.1,120.2,6.3,125.3,116.1,133,108,98.0,6.7,99.0,101.3,116,85
2019 US Open R128,W vs Fritz,116.3,123.2,7.3,126.7,118.7,138,96,102.1,6.4,102.3,104.0,117,91
2019 Wimbledon R64,L vs Khachanov,117.4,122.9,5.7,126.3,124.2,136,110,105.9,6.1,108.4,114.0,117,97
2019 Roland Garros R128,L vs Karlovic,108.0,114.8,7.3,,,129,73,98.9,5.2,,,117,91
2018 Wimbledon R64,L vs Del Potro,116.9,124.1,8.5,126.8,120.2,135,89,108.7,5.1,109.2,108.3,120,99
2017 US Open R32,L vs Federer,111.7,121.9,7.2,125.2,117.2,134,108,98.9,5.8,99.2,104.5,116,86
2017 US Open R64,W vs Verdasco,116.1,125.7,6.4,129.0,120.2,136,109,100.7,7.4,105.8,101.0,119,90
2017 US Open R128,W vs Kuznetsov,114.7,123.8,8.7,128.9,118.1,139,105,99.2,6.4,105.0,105.4,119,88
2017 Roland Garros R32,L vs Cilic,108.7,116.3,8.5,121.3,118.6,133,98,96.7,5.1,90.0,,110,88
2017 Roland Garros R64,W vs Ferrer,109.0,118.4,7.8,,,133,96,94.2,5.9,,,110,84
2016 US Open R64,L vs Sousa,110.1,121.7,6.9,125.9,116.5,134,106,94.7,9.4,93.7,108.0,114,73
2016 US Open R128,W vs Coric,114.3,127.7,4.0,129.0,124.3,134,121,102.0,5.3,,,114,91
2016 Wimbledon R32,L vs Kyrgios,114.0,122.3,5.8,124.6,119.2,134,110,103.4,4.7,104.5,108.0,117,94
2016 Roland Garros R32,L vs Ferrer,108.3,117.6,11.3,,,133,62,91.6,7.5,,,101,62
2016 Roland Garros R64,W vs Estrella,111.7,118.9,8.2,,,133,99,97.2,4.4,,,104,86
2016 Australian Open R32,L vs Isner,111.9,119.2,7.6,,,131,93,97.7,5.8,,,115,86
2016 Australian Open R64,W vs Pella,116.1,123.0,5.7,,,136,111,106.3,6.6,,,120,88
2015 US Open QF,L vs Djokovic,111.5,124.8,7.0,,,138,114,96.1,8.2,,,115,82
Career (58 matches),,112.7,121.1,7.3,126.7,118.7,139,62,100.8,6.5,104.6,105.2,124,62
