Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,20,Hard,44,24,20,54.5%,40,21,19,52.5%,2003,2022,R16,44,0.95,13.1%,4.5%,59.9%,74.4%,51.4%,65.2%,33.0%,68.9%,39.5%
Roland Garros,22,Clay,34,12,22,35.3%,23,8,15,34.8%,2001,2022,R16,34,0.88,9.0%,2.7%,58.2%,70.2%,50.3%,61.9%,33.5%,62.3%,34.0%
Wimbledon,20,Grass,54,34,20,63.0%,44,27,17,61.4%,2002,2022,QF,54,1.09,15.6%,3.9%,59.7%,80.1%,54.2%,69.6%,33.0%,65.1%,35.2%
US Open,20,Hard,48,28,20,58.3%,33,15,18,45.5%,2002,2021,QF,48,1.02,13.1%,4.9%,56.6%,78.1%,50.4%,66.1%,34.7%,63.2%,35.0%
Olympics,2,,6,4,2,66.7%,4,2,2,50.0%,2004,2012,R16,3,1.15,21.7%,4.1%,63.8%,83.7%,56.3%,73.8%,30.3%,60.0%,37.5%
Davis Cup,11,,18,9,9,50.0%,17,7,10,41.2%,2004,2021,,5,1.03,11.8%,5.4%,60.1%,78.4%,51.8%,67.8%,33.2%,77.1%,38.2%
Barcelona,22,Clay,43,21,22,48.8%,13,8,5,61.5%,1998,2023,QF,43,0.93,8.8%,3.0%,58.1%,70.1%,50.4%,61.8%,35.7%,59.3%,40.3%
Indian Wells Masters,19,Hard,34,15,19,44.1%,17,8,9,47.1%,2003,2022,QF,34,0.91,11.7%,4.4%,56.5%,74.7%,50.8%,64.3%,32.4%,68.5%,43.4%
Miami Masters,18,Hard,30,12,18,40.0%,13,6,7,46.2%,2002,2021,R16,30,0.92,12.9%,5.6%,53.2%,77.2%,46.2%,62.7%,34.4%,59.0%,41.1%
Queen's Club,17,Grass,46,31,15,67.4%,46,25,21,54.3%,2006,2023,W,44,1.07,16.6%,4.2%,61.9%,82.3%,55.0%,71.9%,30.2%,71.5%,36.1%
Madrid Masters,17,Clay,40,23,17,57.5%,26,14,12,53.8%,2002,2018,QF,35,1.01,12.2%,3.2%,59.2%,78.0%,52.9%,67.7%,32.5%,72.0%,33.7%
Paris Masters,17,Hard,33,16,17,48.5%,21,15,6,71.4%,2003,2020,QF,33,0.93,14.8%,5.2%,56.8%,76.9%,51.5%,65.9%,31.7%,69.5%,27.5%
Cincinnati Masters,17,Hard,28,11,17,39.3%,17,7,10,41.2%,2003,2019,QF,28,0.90,14.0%,5.1%,55.4%,76.7%,52.2%,65.8%,30.9%,67.5%,31.8%
Canada Masters,15,Hard,29,13,16,44.8%,18,8,10,44.4%,2003,2021,SF,28,0.90,13.3%,4.9%,57.4%,76.7%,49.4%,65.1%,31.4%,70.5%,27.5%
Rome Masters,15,Clay,22,7,15,31.8%,8,4,4,50.0%,2003,2018,QF,21,0.82,8.9%,2.8%,59.0%,70.0%,48.4%,61.2%,31.8%,62.2%,27.8%
Gstaad,13,Clay,35,23,12,65.7%,25,15,10,60.0%,2003,2021,W,35,1.09,13.0%,4.1%,57.0%,80.1%,53.7%,68.7%,34.0%,67.7%,30.2%
Stuttgart,13,Grass,30,17,13,56.7%,18,6,12,33.3%,2001,2023,F,30,1.05,13.1%,4.4%,60.4%,78.7%,53.3%,68.7%,32.9%,68.8%,36.1%
Monte Carlo Masters,13,Clay,19,6,13,31.6%,9,6,3,66.7%,2003,2019,R32,19,0.80,7.4%,4.3%,58.0%,67.1%,49.2%,59.6%,32.4%,55.9%,39.5%
Vienna,11,Hard,27,17,10,63.0%,13,6,7,46.2%,2003,2021,W,27,1.05,11.3%,3.7%,59.7%,77.2%,53.9%,67.8%,33.8%,65.3%,31.6%
Valencia,11,Hard,14,3,11,21.4%,5,0,5,0.0%,2003,2015,R16,14,0.93,12.5%,5.2%,56.5%,74.6%,49.3%,63.6%,33.9%,54.2%,37.5%
Shanghai Masters,10,Hard,29,19,10,65.5%,20,14,6,70.0%,2009,2018,SF,29,0.97,13.1%,3.8%,59.1%,77.5%,51.5%,66.9%,32.0%,70.0%,35.1%
Dubai,10,Hard,27,17,10,63.0%,10,7,3,70.0%,2003,2016,F,27,1.00,13.4%,5.0%,54.7%,79.0%,50.6%,66.2%,33.9%,68.6%,37.1%
