Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,563,278,285,49.4%,708-736,49.0%,7280-7499,49.3%,181-163,52.6%,543,83.8%,14.8%,13.2%,4.6%,57.8%,76.5%,50.8%,65.7%,32.7%,49.4%,0.95
Clay,275,133,142,48.4%,316-361,46.7%,3288-3500,48.4%,72-61,54.1%,269,79.8%,17.2%,9.8%,3.4%,58.4%,72.4%,51.3%,63.6%,34.6%,49.2%,0.95
Grass,142,89,53,62.7%,235-169,58.2%,2216-2065,51.8%,66-51,56.4%,140,89.1%,14.3%,16.0%,4.3%,60.8%,80.7%,53.9%,70.2%,32.1%,50.9%,1.08
Carpet,23,11,12,47.8%,28-33,45.9%,299-317,48.5%,8-6,57.1%,22,85.1%,9.9%,13.2%,4.9%,58.4%,77.4%,49.9%,66.0%,29.3%,48.3%,0.86
Grand Slams,179,98,81,54.7%,328-310,51.4%,3286-3284,50.0%,71-68,51.1%,179,83.8%,16.3%,13.1%,4.1%,58.7%,76.3%,51.8%,66.2%,33.6%,49.9%,0.99
Masters,257,118,139,45.9%,273-330,45.3%,2975-3194,48.2%,77-63,55.0%,251,82.5%,13.8%,12.1%,4.2%,57.5%,75.1%,50.5%,64.6%,32.3%,48.8%,0.91
Other Tours,549,286,263,52.1%,661-631,51.2%,6542-6620,49.7%,172-140,55.1%,539,84.1%,15.4%,12.8%,4.3%,58.7%,76.6%,51.6%,66.2%,33.1%,49.8%,0.98
Best of 5,188,104,84,55.3%,349-328,51.6%,3494-3484,50.1%,75-73,50.7%,183,83.9%,16.3%,13.0%,4.1%,58.7%,76.3%,51.9%,66.2%,33.5%,49.9%,0.99
Best of 3,815,407,408,49.9%,938-971,49.1%,9589-9897,49.2%,252-208,54.8%,791,83.6%,14.9%,12.6%,4.2%,58.3%,76.1%,51.2%,65.7%,32.9%,49.5%,0.96
Finals,18,7,11,38.9%,22-29,43.1%,259-285,47.6%,8-10,44.4%,18,84.4%,11.0%,13.3%,3.5%,62.6%,74.5%,52.7%,66.4%,29.7%,48.4%,0.88
Semi-finals,38,18,20,47.4%,45-49,47.9%,449-489,47.9%,16-8,66.7%,38,81.8%,12.4%,10.5%,4.0%,57.9%,76.5%,50.0%,65.4%,31.2%,48.8%,0.90
Quarter-finals,93,38,55,40.9%,88-129,40.6%,1035-1163,47.1%,21-23,47.7%,92,82.4%,11.9%,11.3%,4.0%,59.3%,74.7%,50.4%,64.8%,30.7%,48.3%,0.87
vs Righties,887,450,437,50.7%,1130-1158,49.4%,11555-11871,49.3%,279-255,52.2%,858,83.8%,15.0%,12.7%,4.2%,58.4%,76.2%,51.5%,65.9%,32.9%,49.5%,0.97
vs Lefties,116,61,55,52.6%,157-141,52.7%,1528-1510,50.3%,48-26,64.9%,116,83.0%,16.8%,13.0%,4.4%,58.5%,75.6%,50.7%,65.3%,33.9%,49.9%,0.98
vs Top 10,136,39,97,28.7%,110-234,32.0%,1542-1929,44.4%,33-39,45.8%,130,79.0%,9.7%,11.7%,4.2%,58.3%,73.5%,49.0%,63.3%,28.5%,46.6%,0.78
