Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,6,2,4,33.3%,2,1,1,50.0%,2009,2013,R64,6,0.83,1.2%,4.2%,73.2%,57.2%,41.9%,53.1%,39.1%,53.4%,42.6%
Roland Garros,2,Clay,3,1,2,33.3%,1,1,0,100.0%,2007,2012,R64,3,0.88,1.2%,6.7%,69.0%,60.4%,40.2%,54.1%,40.2%,50.0%,53.6%
Wimbledon,2,Grass,2,0,2,0.0%,1,1,0,100.0%,2011,2012,R128,2,0.72,0.9%,4.1%,65.1%,61.3%,42.1%,54.6%,32.5%,30.0%,55.6%
US Open,4,Hard,8,4,4,50.0%,6,5,1,83.3%,2008,2012,R32,8,0.95,0.9%,5.9%,66.1%,60.2%,49.3%,56.5%,41.5%,46.5%,40.5%
Davis Cup,1,,1,1,0,100.0%,0,0,0,-,2009,2009,,0,,,,,,,,,,
Estoril,3,Clay,6,3,3,50.0%,0,0,0,-,2008,2012,QF,6,0.98,0.7%,5.0%,75.1%,57.5%,38.5%,52.8%,46.1%,66.2%,39.3%
Rome Masters,3,Clay,3,0,3,0.0%,0,0,0,-,2008,2011,R64,3,0.47,0.0%,4.5%,58.7%,49.5%,48.4%,49.0%,24.1%,52.0%,16.7%
Casablanca,2,Clay,5,3,2,60.0%,0,0,0,-,2009,2012,SF,5,1.12,0.9%,3.8%,71.5%,62.8%,47.8%,58.5%,46.4%,51.5%,47.8%
Belgrade,2,Clay,4,2,2,50.0%,0,0,0,-,2009,2010,QF,4,0.85,1.0%,5.2%,76.0%,56.2%,50.7%,54.9%,38.3%,63.2%,31.0%
Washington,2,Hard,3,1,2,33.3%,0,0,0,-,2011,2012,R32,3,0.83,0.6%,3.1%,54.1%,59.3%,52.1%,56.0%,36.7%,54.5%,63.6%
Canada Masters,2,Hard,3,1,2,33.3%,0,0,0,-,2011,2012,R32,3,0.93,0.6%,4.6%,71.7%,62.1%,36.7%,54.9%,42.1%,59.1%,37.5%
