Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2018 Greece F3 R32,L vs Tepavac,56% (5/9),25% (1/4),0/0,0/0,56% (5/9),1/3,1/2,- (0/0),- (0/0)
2018 Turkey F8 F,L vs Kuzmanov,75% (3/4),0% (0/6),0/0,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2018 Turkey F8 SF,W vs Roca Batalla,56% (9/16),75% (3/4),2/7,1/6,67% (2/3),0/0,0/0,67% (4/6),50% (3/6)
2018 Turkey F8 QF,W vs Celikbilek,50% (6/12),86% (6/7),2/5,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2018 Turkey F8 R16,W vs Luz,73% (8/11),27% (4/15),2/5,1/3,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2018 Turkey F5 SF,L vs Lopez Perez,63% (5/8),0% (0/2),0/0,0/0,25% (1/4),0/2,0/1,- (0/0),- (0/0)
2018 Turkey F5 R16,W vs Dima,78% (7/9),75% (6/8),2/2,1/1,73% (8/11),0/0,0/0,- (0/0),- (0/0)
2018 Turkey F5 R32,W vs Kim,85% (11/13),35% (6/17),2/2,1/1,25% (1/4),0/1,0/0,- (0/0),- (0/0)
2018 Turkey F4 QF,W vs Serdarusic,70% (7/10),45% (5/11),2/2,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2018 Turkey F4 R16,W vs Kiuamov,47% (8/17),31% (4/13),2/7,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2018 Turkey F4 R32,W vs Ornago,54% (7/13),56% (5/9),2/6,1/5,25% (1/4),0/0,0/0,57% (4/7),57% (4/7)
2018 Bangkok CH R16,L vs Granollers,43% (3/7),17% (1/6),0/0,0/0,44% (4/9),1/3,1/2,- (0/0),- (0/0)
2018 Bangkok CH R32,W vs Lock,88% (7/8),45% (5/11),2/3,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2018 Bangkok CH R16,L vs Granollers,43% (3/7),0% (0/2),0/0,0/0,20% (1/5),3/5,1/2,- (0/0),- (0/0)
2018 Bangkok CH R32,W vs Petrovic,50% (10/20),45% (5/11),2/3,1/2,50% (3/6),0/1,0/0,- (0/0),- (0/0)
2017 Alphen Aan Den Rijn CH R32,L vs Berlocq,42% (5/12),40% (2/5),0/0,0/0,33% (2/6),2/4,2/3,- (0/0),- (0/0)
2017 San Benedetto Del Tronto CH R32,L vs Petrovic,100% (3/3),17% (1/6),0/0,0/0,50% (5/10),2/4,1/2,- (0/0),- (0/0)
2017 Italy F16 R32,L vs Basso,42% (5/12),40% (2/5),0/0,0/0,43% (3/7),4/6,4/5,- (0/0),- (0/0)
2016 Istanbul Q1,L vs Copil,63% (5/8),25% (1/4),0/0,0/0,60% (6/10),0/2,0/1,- (0/0),- (0/0)
2016 Napoli CH R32,L vs Caruso,50% (3/6),13% (1/8),0/0,0/0,38% (3/8),3/5,3/4,- (0/0),- (0/0)
2018 (15 matches),,60.4%,40.5%,47.6%,45.5%,45.8%,33.3%,37.5%,61.5%,53.8%
2017 (3 matches),,48.1%,31.3%,-,-,43.5%,57.1%,70.0%,-,-
2016 (8 matches),,55.7%,30.4%,50.0%,50.0%,53.6%,35.0%,33.3%,100.0%,50.0%
2015 (19 matches),,55.4%,42.7%,46.9%,43.5%,55.9%,50.0%,47.1%,64.7%,55.6%
2014 (32 matches),,59.4%,41.7%,50.8%,55.0%,53.2%,43.8%,36.4%,55.4%,45.5%
Career (171 matches),,59.2%,43.8%,51.3%,53.7%,53.8%,45.4%,44.4%,58.3%,45.5%
