Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,55,21,34,38.2%,55-85,39.3%,580-707,45.1%,12-6,66.7%,55,62.6%,26.7%,1.0%,4.8%,68.6%,59.7%,46.2%,55.5%,39.9%,47.8%,0.90
Clay,39,14,25,35.9%,30-59,33.7%,340-452,42.9%,1-3,25.0%,38,59.3%,27.0%,0.9%,5.0%,70.2%,57.9%,44.5%,53.9%,39.6%,46.7%,0.86
Grass,8,1,7,12.5%,3-16,15.8%,61-108,36.1%,1-0,100.0%,8,56.3%,17.2%,2.3%,4.8%,65.6%,60.8%,37.9%,52.9%,34.5%,44.0%,0.73
Grand Slams,19,7,12,36.8%,28-43,39.4%,296-375,44.1%,8-2,80.0%,19,61.4%,26.2%,1.0%,5.3%,68.6%,59.4%,45.2%,54.9%,39.8%,47.4%,0.88
Masters,12,2,10,16.7%,4-21,16.0%,80-138,36.7%,0-1,0.0%,12,55.6%,18.3%,0.7%,5.2%,65.6%,56.4%,44.8%,52.4%,35.1%,43.9%,0.74
Other Tours,70,26,44,37.1%,54-96,36.0%,592-747,44.2%,6-6,50.0%,70,61.6%,27.2%,1.2%,4.6%,69.6%,59.5%,44.9%,55.1%,39.9%,47.5%,0.89
Best of 5,19,7,12,36.8%,28-43,39.4%,296-375,44.1%,8-2,80.0%,19,61.4%,26.2%,1.0%,5.3%,68.6%,59.4%,45.2%,54.9%,39.8%,47.4%,0.88
Best of 3,83,29,54,34.9%,60-117,33.9%,685-892,43.4%,6-7,46.2%,82,60.8%,26.0%,1.1%,4.7%,69.1%,59.1%,44.9%,54.7%,39.2%,47.1%,0.87
Semi-finals,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,50.0%,27.3%,0.0%,4.7%,75.0%,56.3%,37.5%,51.6%,43.3%,46.8%,0.89
Quarter-finals,4,1,3,25.0%,2-6,25.0%,27-44,38.0%,0-0,-,4,51.4%,25.0%,0.4%,5.4%,74.2%,56.7%,30.6%,50.0%,40.3%,45.2%,0.81
vs Righties,88,33,55,37.5%,80-135,37.2%,856-1100,43.8%,14-6,70.0%,87,61.7%,25.4%,1.2%,5.0%,68.9%,59.7%,44.6%,55.0%,39.2%,47.2%,0.87
vs Lefties,12,1,11,8.3%,4-24,14.3%,99-159,38.4%,0-3,0.0%,12,53.6%,24.6%,0.5%,4.2%,69.4%,54.0%,46.5%,51.7%,37.6%,44.8%,0.78
vs Top 10,6,0,6,0.0%,3-14,17.6%,56-102,35.4%,2-1,66.7%,6,50.6%,19.2%,0.4%,4.0%,68.2%,55.6%,42.9%,51.5%,36.8%,44.4%,0.76
