Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2018,454,17,,,,,,,,,,,,
2018,454,17,,,,,,,,,,,,
2017,,,,,,,,,,,258,237,,
2016,696,34,,,,,,,,,199,366,,
2015,325,147,238,1456,220,1426,215,1441,,,109,718,,
2014,336,138,241,1455,218,1440,216,1432,187,1419,205,369,,
2013,188,269,175,1572,151,1544,159,1534,156,1470,179,394,,
2012,95,568,119,1649,99,1623,124,1587,131,1513,223,295,,
2011,75,669,86,1711,78,1675,103,1625,83,1589,226,289,,
2010,212,232,267,1443,209,1458,246,1423,204,1397,126,635,,
2009,159,318,209,1527,186,1497,182,1520,187,1444,293,212,,
2008,127,386,196,1539,197,1473,159,1544,165,1465,86,767,,
2007,142,309,183,1545,273,1376,154,1540,180,1430,116,465,,
2006,206,191,277,1403,294,1296,234,1422,,,118,438,,
2005,183,215,215,1503,228,1398,181,1501,,,123,442,,
2004,538,41,,,,,,,,,245,187,,
2003,468,52,,,,,,,,,251,179,,
2002,519,36,,,,,,,,,553,55,,
2001,838,10,,,,,,,,,1091,12,,
2000,1332,1,,,,,,,,,,,,
