Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2018 Greece F3 R32,L vs Tepavac,0.93,0.67,48.7,2.2,0.0%,57.6%,0.0%,50.0%,34.5%,32.1%
2018 Turkey F8 F,L vs Kuzmanov,0.88,0.53,38.9,2.0,0.0%,41.7%,0.0%,54.5%,25.8%,37.9%
2018 Turkey F8 SF,W vs Roca Batalla,1.19,1.43,51.5,2.2,0.0%,64.9%,0.0%,63.9%,38.1%,47.5%
2018 Turkey F8 QF,W vs Celikbilek,0.95,2.07,31.2,2.1,0.0%,85.0%,0.0%,57.9%,56.0%,68.2%
2018 Turkey F8 R16,W vs Luz,1.04,1.95,38.3,2.0,0.0%,69.2%,0.0%,77.3%,54.1%,47.1%
2018 Turkey F5 SF,L vs Lopez Perez,1.01,0.40,37.8,2.1,0.0%,50.0%,0.0%,60.9%,17.4%,18.2%
2018 Turkey F5 R16,W vs Dima,0.96,1.51,46.9,2.6,0.0%,62.5%,0.0%,63.3%,56.7%,60.7%
2018 Turkey F5 R32,W vs Kim,0.73,1.25,73.2,5.7,0.0%,71.4%,0.0%,72.7%,60.4%,33.3%
2018 Turkey F4 QF,W vs Serdarusic,1.14,1.50,40.1,2.4,0.0%,66.7%,0.0%,56.5%,48.6%,51.4%
2018 Turkey F4 R16,W vs Kiuamov,1.33,1.82,34.7,2.2,3.0%,66.7%,0.0%,60.0%,46.7%,53.3%
2018 Turkey F4 R32,W vs Ornago,1.00,1.27,60.0,2.2,0.0%,61.1%,3.0%,57.6%,57.9%,44.4%
2018 Bangkok CH R16,L vs Granollers,0.79,0.54,32.0,2.0,0.0%,34.5%,0.0%,62.1%,51.9%,16.7%
2018 Bangkok CH R32,W vs Lock,1.07,1.50,46.7,2.0,7.7%,61.5%,4.0%,68.0%,40.6%,58.6%
2018 Bangkok CH R16,L vs Granollers,0.94,0.56,43.1,2.3,0.0%,50.0%,0.0%,45.5%,39.3%,20.8%
2018 Bangkok CH R32,W vs Petrovic,0.93,1.23,57.9,4.0,4.5%,70.5%,2.5%,60.0%,45.1%,46.8%
2017 Alphen Aan Den Rijn CH R32,L vs Berlocq,0.91,0.75,52.9,2.0,2.9%,61.8%,0.0%,37.5%,38.2%,43.8%
2017 San Benedetto Del Tronto CH R32,L vs Petrovic,0.86,0.48,34.8,2.5,0.0%,52.0%,4.8%,42.9%,29.2%,29.2%
2017 Italy F16 R32,L vs Basso,0.96,0.76,59.2,2.1,0.0%,61.8%,3.1%,40.6%,42.9%,33.3%
2016 Istanbul Q1,L vs Copil,0.87,0.62,44.6,2.1,0.0%,58.1%,0.0%,50.0%,32.3%,33.3%
2016 Napoli CH R32,L vs Caruso,0.74,0.51,34.5,2.0,0.0%,40.7%,0.0%,52.2%,37.5%,37.9%
2018 (15 matches),,0.99,1.14,47.3,2.3,1.1%,61.3%,0.7%,60.9%,46.0%,43.1%
2017 (3 matches),,0.92,0.68,50.5,2.2,1.1%,59.1%,2.4%,40.0%,37.6%,36.0%
2016 (8 matches),,0.98,0.75,45.8,2.5,1.1%,54.9%,0.0%,52.7%,33.8%,36.4%
2015 (19 matches),,1.03,1.00,52.6,2.5,1.0%,54.9%,0.6%,57.2%,42.8%,42.9%
2014 (32 matches),,0.98,0.96,57.2,2.9,1.4%,55.9%,1.0%,56.8%,45.1%,40.5%
Career (171 matches),,1.00,0.97,51.2,2.6,1.3%,57.7%,1.0%,56.0%,42.2%,41.0%
