Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Australian Open R64,L vs Gauff,20,38,0.5,14.8%,28.1%,15,32,0.5,13.2%,28.1%,7.0%,6.1%,0.8,9.6%,11.9%
2023 US Open R64,L vs Sabalenka,7,11,0.6,6.9%,10.8%,6,10,0.6,6.7%,11.1%,3.3%,2.2%,1.3,27.5%,21.6%
2023 US Open R128,W vs Blinkova,26,21,1.2,23.6%,19.1%,17,19,0.9,19.3%,21.6%,12.5%,4.5%,1.0,19.1%,20.0%
2023 Wimbledon R64,L vs Kasatkina,10,31,0.3,11.1%,34.4%,10,25,0.4,12.2%,30.5%,7.3%,4.9%,0.5,6.7%,12.2%
2023 Wimbledon R128,W vs Mcnally,18,17,1.1,18.6%,17.5%,16,17,0.9,17.2%,18.3%,11.8%,5.4%,0.5,11.3%,22.7%
2023 Nottingham F,L vs Boulter,10,15,0.7,9.4%,14.2%,8,12,0.7,8.2%,12.2%,6.1%,2.0%,1.3,23.6%,17.9%
2022 Portoroz R16,L vs Siniakova,13,20,0.7,10.9%,16.8%,12,17,0.7,11.1%,15.7%,8.3%,2.8%,1.6,16.0%,10.1%
2022 Wimbledon R128,L vs Tsurenko,11,30,0.4,10.7%,29.1%,10,26,0.4,10.6%,27.7%,3.2%,4.3%,1.0,13.6%,13.6%
2021 Wimbledon R128,L vs Davis,15,24,0.6,18.1%,28.9%,11,23,0.5,14.7%,30.7%,5.3%,9.3%,4.7,16.9%,3.6%
2021 Abu Dhabi R64,L vs Watson,16,43,0.4,7.6%,20.4%,13,40,0.3,6.7%,20.6%,3.6%,2.6%,0.7,16.6%,24.6%
Career (10 matches),,146,250,0.6,12.6%,21.6%,118,221,0.5,11.4%,21.3%,6.6%,4.2%,1.0,16.1%,16.7%
