Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
22-Sep-2025,Jingshan 125,Hard,R32,148,234,Ye Xin Ma [CHN] d. (4) Burrage,6-4 6-3,0.83,4.8%,14.5%,50.0%,74.2%,38.7%,4/8,1:25
25-Aug-2025,US Open,Hard,Q2,144,131,(18) Arantxa Rus [NED] d. Burrage,6-7(4) 6-4 6-4,0.91,3.5%,7.0%,43.9%,66.0%,45.3%,6/12,2:39
25-Aug-2025,US Open,Hard,Q1,144,239,Burrage d. Patricia Maria Tig [ROU],6-4 6-0,2.50,22.0%,7.3%,56.1%,91.3%,61.1%,0/0,1:07
11-Aug-2025,W50 Saskatoon,Hard,R32,147,1259,Kaede Usui [USA] d. Burrage,7-5 6-4,0.93,1.3%,6.6%,52.6%,60.0%,30.6%,3/10,2:00
07-Aug-2025,Cincinnati,Hard,Q1,147,67,(2) Kamilla Rakhimova [UZB] d. Burrage,7-6(8) 6-2,0.81,13.0%,5.8%,53.6%,70.3%,40.6%,2/5,1:56
30-Jun-2025,Wimbledon,Grass,R128,154,208,Caty Mcnally [USA] d. (WC) Burrage,6-3 6-1,0.52,5.9%,9.8%,54.9%,75.0%,13.0%,3/8,1:04
23-Jun-2025,Eastbourne,Grass,R16,164,17,(2) Barbora Krejcikova [CZE] d. (WC) Burrage,6-4 4-6 7-6(3),0.92,9.8%,3.9%,61.8%,68.3%,48.7%,7/11,2:26
23-Jun-2025,Eastbourne,Grass,R32,164,72,(WC) Burrage d. Moyuka Uchijima [JPN],6-3 6-2,1.61,4.3%,8.7%,69.6%,71.9%,50.0%,4/6,1:08
16-Jun-2025,Nottingham,Grass,Q1,162,90,(11) Anca Alexia Todoni [ROU] d. (WC) Burrage,7-6(2) 6-1,0.74,1.2%,9.4%,51.8%,65.9%,36.6%,8/12,1:46
09-Jun-2025,Queen's Club,Grass,R32,162,15,(8) Amanda Anisimova [USA] d. (WC) Burrage,4-6 6-3 6-4,0.76,8.3%,8.3%,60.6%,71.2%,30.2%,9/13,2:10
02-Jun-2025,Birmingham 125,Grass,R16,165,152,Linda Fruhvirtova [CZE] d. (WC) Burrage,6-0 6-4,0.63,7.2%,8.7%,39.1%,63.0%,35.7%,9/14,1:25
02-Jun-2025,Birmingham 125,Grass,R32,165,143,(WC) Burrage d. Jana Fett [CRO],6-3 6-4,1.08,6.0%,7.5%,56.7%,65.8%,51.7%,3/5,1:16
26-May-2025,Roland Garros,Clay,R128,165,54,Danielle Collins [USA] d. (PR) Burrage,7-6(1) 6-4,0.82,13.5%,4.1%,55.4%,70.7%,30.3%,3/7,
