Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,7,3,4,42.9%,0,0,0,-,2022,2025,R64,7,1.04,6.3%,5.9%,61.6%,67.4%,47.7%,59.8%,41.7%,51.1%,53.2%
Roland Garros,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2021,2025,R128,2,0.78,8.1%,3.7%,62.5%,57.6%,39.2%,50.7%,38.6%,52.4%,58.3%
Wimbledon,4,Grass,5,1,4,20.0%,0,0,0,-,2021,2025,R64,5,0.69,4.2%,6.7%,61.8%,63.3%,27.5%,49.6%,35.0%,30.0%,36.4%
US Open,4,Hard,7,3,4,42.9%,2,1,1,50.0%,2021,2025,R64,7,1.07,6.0%,6.0%,56.1%,69.2%,51.9%,61.6%,41.0%,48.5%,40.0%
Eastbourne,5,Grass,11,5,6,45.5%,3,1,2,33.3%,2016,2025,R16,11,0.95,5.3%,5.0%,62.5%,63.1%,46.5%,56.9%,41.1%,52.6%,51.9%
Nottingham,5,Grass,10,5,5,50.0%,6,3,3,50.0%,2018,2025,F,10,0.95,4.6%,6.3%,58.7%,67.7%,44.5%,58.1%,39.8%,58.4%,39.1%
Miami,2,Hard,3,1,2,33.3%,2,2,0,100.0%,2023,2025,Q2,3,1.04,8.0%,4.0%,61.0%,66.4%,39.2%,55.8%,46.0%,43.5%,50.0%
Indian Wells,2,Hard,2,0,2,0.0%,0,0,0,-,2023,2025,Q1,2,0.57,2.7%,3.6%,48.6%,51.9%,49.1%,50.5%,28.3%,42.9%,50.0%
Austin,2,Hard,3,1,2,33.3%,0,0,0,-,2023,2025,R16,3,0.90,11.2%,7.8%,52.3%,71.1%,40.7%,56.6%,39.1%,59.4%,25.7%
Linz,3,Hard,8,5,3,62.5%,2,1,1,50.0%,2020,2025,QF,8,1.04,7.5%,3.2%,62.6%,69.7%,41.2%,59.0%,42.7%,60.7%,53.6%
