Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Australian Open R64,L vs Gauff,56% (5/9),60% (3/5),0/0,0/0,55% (6/11),0/2,0/1,- (0/0),- (0/0)
2023 US Open R64,L vs Sabalenka,100% (5/5),0% (0/2),0/0,0/0,25% (1/4),2/4,0/1,- (0/0),- (0/0)
2023 US Open R128,W vs Blinkova,71% (10/14),67% (2/3),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2023 Wimbledon R64,L vs Kasatkina,17% (1/6),20% (1/5),0/0,0/0,14% (1/7),0/2,0/1,- (0/0),- (0/0)
2023 Wimbledon R128,W vs Mcnally,50% (7/14),56% (5/9),2/8,1/6,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2023 Nottingham F,L vs Boulter,71% (5/7),50% (1/2),0/0,0/0,20% (1/5),2/4,1/2,- (0/0),- (0/0)
2022 Portoroz R16,L vs Siniakova,40% (4/10),100% (2/2),0/0,0/0,33% (3/9),1/3,1/2,- (0/0),- (0/0)
2022 Wimbledon R128,L vs Tsurenko,71% (5/7),0% (0/5),0/0,0/0,33% (2/6),1/3,1/2,- (0/0),- (0/0)
2021 Wimbledon R128,L vs Davis,100% (2/2),50% (1/2),0/0,0/0,0% (0/5),0/2,0/1,- (0/0),- (0/0)
2021 Abu Dhabi R64,L vs Watson,82% (9/11),40% (4/10),1/1,0/0,57% (8/14),1/3,1/2,- (0/0),- (0/0)
2019 W25 Jerusalem F,W vs Vismane,67% (10/15),67% (4/6),2/2,1/1,43% (3/7),0/1,0/0,- (0/0),- (0/0)
2019 W25 Jerusalem QF,W vs Yashina,57% (8/14),56% (5/9),2/4,1/2,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Jerusalem R16,W vs Biran,100% (7/7),50% (5/10),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 W60 Les Franqueses del Valles SF,L vs Dunne,53% (10/19),38% (3/8),1/8,0/0,50% (5/10),0/2,0/1,- (0/0),- (0/0)
2019 W60 Les Franqueses del Valles QF,W vs Kostova,50% (7/14),63% (5/8),2/2,1/1,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2019 W60 Les Franqueses del Valles R32,W vs Ponchet,73% (11/15),43% (3/7),2/4,1/3,0% (0/2),1/2,0/0,- (0/0),- (0/0)
2019 W25 Sunderland R16,L vs Noel,53% (8/15),25% (1/4),0/0,0/0,63% (5/8),2/4,1/2,- (0/0),- (0/0)
2019 W25 Sunderland R32,W vs Rajecki,62% (8/13),67% (4/6),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 W25 Bolton F,L vs Diatchenko,40% (2/5),100% (2/2),0/0,0/0,25% (2/8),2/4,1/2,- (0/0),- (0/0)
2019 W25 Bolton SF,W vs Raducanu,60% (9/15),63% (5/8),2/4,1/1,60% (6/10),2/3,0/0,- (0/0),- (0/0)
2025 (1 matches),,55.6%,60.0%,-,-,54.5%,0.0%,0.0%,-,-
2023 (5 matches),,60.9%,42.9%,36.4%,28.6%,30.0%,40.0%,25.0%,-,-
2022 (2 matches),,52.9%,28.6%,-,-,33.3%,33.3%,50.0%,-,-
2021 (2 matches),,84.6%,41.7%,100.0%,-,42.1%,20.0%,33.3%,-,-
2019 (20 matches),,62.0%,49.7%,58.3%,70.6%,51.6%,44.4%,46.7%,42.9%,42.9%
Career (73 matches),,60.7%,49.0%,58.4%,62.9%,51.3%,39.2%,43.3%,55.0%,46.5%
