Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,10,3,7,30.0%,7-15,31.8%,85-114,42.7%,1-0,100.0%,10,60.6%,24.2%,4.8%,6.5%,53.9%,63.6%,42.6%,53.9%,39.3%,46.7%,0.85,R16 (3x)
2024,28,20,8,71.4%,43-18,70.5%,325-257,55.8%,7-0,100.0%,2,87.0%,21.7%,7.4%,4.1%,63.1%,76.6%,60.0%,70.5%,40.5%,53.3%,1.37,W (W100 Dubai)
2023,22,15,7,68.2%,34-20,63.0%,278-234,54.3%,1-2,33.3%,9,67.0%,35.9%,6.2%,5.4%,59.0%,67.4%,48.1%,59.5%,44.5%,51.8%,1.10,W (W60 Croissy-Beaubourg)
2022,56,34,22,60.7%,77-49,61.1%,670-564,54.3%,12-12,50.0%,3,65.9%,31.8%,3.6%,7.6%,53.1%,73.9%,37.3%,56.8%,41.5%,48.7%,0.96,F (2x)
2021,27,16,11,59.3%,39-22,63.9%,325-257,55.8%,4-1,80.0%,0,,,,,,,,,,,,W (W25 Dubai)
2020,31,20,11,64.5%,43-25,63.2%,336-257,56.7%,3-3,50.0%,0,,,,,,,,,,,,F (2x)
2019,46,27,19,58.7%,60-43,58.3%,496-448,52.5%,5-4,55.6%,0,,,,,,,,,,,,W (W25 Jerusalem)
2018,31,17,14,54.8%,37-32,53.6%,338-307,52.4%,2-4,33.3%,0,,,,,,,,,,,,W (Sharm El Sheikh $15K)
2017,49,31,18,63.3%,67-40,62.6%,524-409,56.2%,4-3,57.1%,0,,,,,,,,,,,,W (Dublin $15K)
2016,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-1,0.0%,0,,,,,,,,,,,,R32 (Wirral $10K)
2015,4,2,2,50.0%,6-5,54.5%,51-45,53.1%,0-0,-,0,,,,,,,,,,,,QF (Chiswick $10K)
2014,2,1,1,50.0%,2-3,40.0%,21-27,43.8%,0-0,-,0,,,,,,,,,,,,R16 (Barnstaple 25K)
Career,307,186,121,60.6%,415-274,60.2%,3457-2932,54.1%,39-30,56.5%,24,66.2%,29.7%,5.3%,6.1%,56.3%,67.8%,44.5%,57.6%,41.7%,49.5%,0.99,
