Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,22,11,11,50.0%,14,8,6,57.1%,1989,2003,R16,15,0.99,7.3%,2.5%,65.0%,73.5%,51.6%,65.9%,33.7%,63.4%,32.3%
Roland Garros,10,Clay,29,19,10,65.5%,15,8,7,53.3%,1991,2001,SF,26,1.15,6.6%,2.3%,66.8%,72.8%,51.4%,65.7%,39.4%,62.5%,39.8%
Wimbledon,10,Grass,20,10,10,50.0%,12,3,9,25.0%,1990,2002,R16,19,1.05,7.6%,3.7%,67.0%,73.8%,47.4%,65.1%,36.7%,61.8%,40.1%
US Open,10,Hard,29,19,10,65.5%,13,8,5,61.5%,1991,2002,QF,24,1.13,8.5%,3.0%,61.7%,77.0%,50.9%,67.0%,37.2%,66.1%,37.4%
Olympics,1,,3,2,1,66.7%,2,1,1,50.0%,1992,1992,R16,0,,,,,,,,,,
Davis Cup,7,,16,12,4,75.0%,14,11,3,78.6%,1992,1998,,0,,,,,,,,,,
Bastad,10,Clay,25,15,10,60.0%,5,2,3,40.0%,1989,2002,F,19,1.05,5.1%,2.6%,62.4%,66.8%,47.8%,59.6%,42.5%,52.4%,42.9%
Barcelona,8,Clay,18,10,8,55.6%,3,2,1,66.7%,1992,1999,F,18,0.99,6.3%,2.3%,62.9%,68.9%,49.5%,61.7%,37.8%,56.3%,38.4%
Monte Carlo Masters,8,Clay,17,9,8,52.9%,5,3,2,60.0%,1991,2000,QF,17,0.97,4.2%,1.6%,61.4%,67.6%,49.3%,60.5%,38.5%,61.2%,36.0%
Stuttgart Outdoor,7,Clay,13,6,7,46.2%,6,4,2,66.7%,1991,1998,R16,13,0.89,6.7%,1.8%,64.1%,70.9%,47.3%,62.4%,33.6%,62.8%,31.3%
Copenhagen,6,Hard,22,17,5,77.3%,12,6,6,50.0%,1992,2003,W,21,1.18,9.2%,4.5%,62.8%,75.2%,54.7%,67.6%,38.4%,77.0%,43.3%
Halle,6,Grass,18,12,6,66.7%,11,8,3,72.7%,1994,2001,F,18,1.18,11.3%,5.8%,64.6%,77.1%,54.5%,69.1%,36.4%,60.6%,37.5%
