Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,206,115,91,55.8%,290-233,55.4%,2663-2507,51.5%,54-39,58.1%,182,83.3%,20.0%,9.1%,3.5%,62.2%,74.8%,50.9%,65.8%,36.2%,50.9%,1.06
Clay,193,110,83,57.0%,273-232,54.1%,2474-2328,51.5%,37-35,51.4%,165,77.9%,24.7%,5.9%,2.1%,63.8%,69.9%,50.8%,63.0%,38.7%,50.7%,1.05
Grass,43,24,19,55.8%,71-55,56.3%,664-617,51.8%,14-15,48.3%,42,84.2%,19.6%,8.7%,4.6%,66.0%,74.9%,50.0%,66.5%,36.1%,51.0%,1.07
Carpet,100,64,36,64.0%,139-95,59.4%,1253-1127,52.6%,37-21,63.8%,77,84.7%,19.5%,10.1%,3.0%,64.8%,73.5%,52.8%,66.2%,35.5%,50.9%,1.05
Grand Slams,94,54,40,57.4%,190-148,56.2%,1700-1591,51.7%,26-27,49.1%,84,82.7%,21.0%,7.5%,2.9%,65.1%,74.2%,50.4%,65.9%,37.1%,51.4%,1.09
Masters,96,51,45,53.1%,122-108,53.0%,1175-1114,51.3%,24-19,55.8%,92,80.4%,21.9%,7.4%,2.7%,63.0%,71.7%,51.1%,64.1%,37.0%,50.5%,1.03
Other Tours,336,196,140,58.3%,429-342,55.6%,3903-3626,51.8%,81-61,57.0%,290,81.7%,21.7%,8.6%,3.2%,63.0%,72.6%,51.3%,64.7%,36.9%,50.7%,1.05
Best of 5,108,64,44,59.3%,219-164,57.2%,1945-1791,52.1%,33-30,52.4%,85,82.5%,20.8%,7.5%,2.9%,65.0%,74.2%,50.2%,65.8%,37.0%,51.3%,1.08
Best of 3,434,249,185,57.4%,554-451,55.1%,5109-4788,51.6%,109-80,57.7%,381,81.5%,21.8%,8.3%,3.1%,63.0%,72.4%,51.4%,64.6%,37.0%,50.7%,1.04
Finals,16,7,9,43.8%,15-21,41.7%,165-179,48.0%,3-5,37.5%,13,76.7%,18.2%,10.5%,3.2%,64.8%,72.0%,45.9%,62.8%,34.4%,48.6%,0.93
Semi-finals,25,15,10,60.0%,36-25,59.0%,320-291,52.4%,7-4,63.6%,21,83.6%,17.3%,9.3%,3.5%,65.6%,74.0%,52.4%,66.5%,35.4%,50.6%,1.06
Quarter-finals,63,25,38,39.7%,65-87,42.8%,710-778,47.7%,14-18,43.8%,56,79.4%,15.7%,8.5%,3.2%,62.1%,72.5%,50.2%,64.0%,34.5%,49.2%,0.96
vs Righties,430,254,176,59.1%,618-478,56.4%,5602-5181,52.0%,117-87,57.4%,372,82.0%,21.8%,8.2%,3.0%,63.8%,73.0%,51.3%,65.1%,37.2%,51.1%,1.07
vs Lefties,112,59,53,52.7%,155-137,53.1%,1452-1398,50.9%,25-23,52.1%,94,80.8%,20.7%,7.5%,3.1%,62.7%,72.4%,50.2%,64.1%,36.2%,50.1%,1.01
vs Top 10,81,31,50,38.3%,87-129,40.3%,1025-1135,47.5%,18-22,45.0%,65,80.1%,13.1%,7.9%,2.9%,62.6%,72.0%,50.5%,64.0%,32.2%,48.3%,0.89
