Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
1998 Cincinnati SF,L vs Sampras,40.3%,49.4%,46.3%,45.2%,70.0%,80.0%,66.7%,79.5%,44.4%,45.5%,25.0%,9.4%,18.8%,37.9%,-29
1997 US Open QF,L vs Rafter,31.1%,37.8%,42.4%,35.9%,39.7%,48.3%,57.1%,47.1%,33.3%,55.9%,75.0%,17.2%,20.7%,20.8%,54
1995 Miami SF,L vs Agassi,33.3%,43.4%,48.4%,37.7%,45.0%,53.3%,48.5%,52.2%,69.2%,50.0%,33.3%,17.1%,31.4%,48.3%,51
1995 Doha F,L vs Edberg,26.8%,38.0%,47.1%,34.1%,33.3%,50.0%,56.3%,44.2%,60.0%,32.1%,25.0%,13.6%,13.6%,31.6%,-13
1994 Grand Slam Cup F,W vs Sampras,47.4%,59.3%,55.1%,51.8%,61.1%,68.9%,60.0%,67.7%,38.9%,38.9%,40.0%,20.9%,41.9%,50.0%,-12
1994 Roland Garros SF,L vs Berasategui,18.5%,28.4%,49.2%,24.3%,24.6%,36.8%,53.5%,32.8%,26.1%,82.4%,100.0%,4.8%,9.5%,40.0%,-68
Career (6 matches),,34.4%,44.3%,48.4%,39.5%,46.2%,56.4%,55.8%,54.2%,44.9%,50.5%,47.8%,14.8%,25.3%,39.4%,32
