Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,Pete Sampras [USA],4,7,36.4%,9,7,2,77.8%,1993,1998,8,0.94,11.4%,4.0%,61.0%,77.5%,50.2%,66.8%,31.1%,60.7%,20.9%
10,Michael Stich [GER],3,7,30.0%,6,2,4,33.3%,1992,1995,10,0.82,5.7%,2.8%,66.5%,68.9%,52.9%,63.5%,29.9%,60.6%,46.9%
9,Paul Haarhuis [NED],7,2,77.8%,6,5,1,83.3%,1990,1998,7,1.18,7.0%,2.6%,62.3%,74.7%,54.1%,67.0%,39.0%,52.9%,36.7%
9,Goran Ivanisevic [CRO],2,7,22.2%,5,2,3,40.0%,1989,1995,8,0.79,9.3%,0.9%,69.3%,73.9%,52.5%,67.3%,25.9%,72.9%,28.6%
8,Fabrice Santoro [FRA],4,4,50.0%,5,2,3,40.0%,1990,2001,7,1.05,6.5%,4.1%,62.4%,72.2%,49.5%,63.7%,38.1%,56.1%,37.3%
8,Todd Martin [USA],4,4,50.0%,1,0,1,0.0%,1994,2001,6,0.92,8.0%,1.8%,62.9%,71.0%,53.8%,64.6%,32.5%,59.0%,38.9%
8,Thomas Enqvist [SWE],5,3,62.5%,3,1,2,33.3%,1991,1999,7,1.07,11.1%,2.7%,63.7%,74.6%,51.4%,66.2%,36.3%,53.3%,45.9%
7,Jan Siemerink [NED],5,2,71.4%,1,1,0,100.0%,1992,2001,7,1.13,7.5%,4.8%,60.8%,79.5%,45.0%,66.0%,38.5%,69.4%,29.2%
7,Yevgeny Kafelnikov [RUS],3,4,42.9%,6,3,3,50.0%,1994,1999,6,1.01,10.6%,2.9%,64.0%,69.9%,51.9%,63.4%,37.0%,68.8%,38.3%
7,Richard Krajicek [NED],2,5,28.6%,2,1,1,50.0%,1991,1999,6,0.75,4.9%,4.7%,63.4%,71.5%,51.9%,64.3%,26.6%,53.1%,35.7%
7,Marcelo Rios [CHI],3,4,42.9%,2,1,1,50.0%,1996,1998,7,0.96,9.3%,4.1%,57.6%,77.9%,45.5%,64.2%,34.4%,59.6%,32.7%
7,Thomas Muster [AUT],4,3,57.1%,3,2,1,66.7%,1991,1998,5,0.81,8.6%,4.5%,58.4%,68.5%,41.2%,57.2%,34.8%,56.1%,20.0%
6,Hendrik Dreekmann [GER],4,2,66.7%,5,1,4,20.0%,1994,2002,5,1.21,11.8%,2.3%,63.5%,73.4%,53.6%,66.2%,40.9%,65.0%,38.3%
6,Marc Rosset [SUI],3,3,50.0%,3,0,3,0.0%,1989,2001,2,1.21,9.2%,8.6%,62.6%,71.6%,55.4%,65.5%,41.8%,69.2%,64.3%
6,Hicham Arazi [MAR],3,3,50.0%,2,0,2,0.0%,1996,2001,6,1.08,5.9%,3.2%,64.9%,69.6%,49.2%,62.5%,40.5%,57.1%,37.3%
