Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2003,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (Hamburg)
2002,5,2,3,40.0%,6-7,46.2%,63-61,50.8%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
2000,5,5,0,100.0%,9-1,90.0%,62-34,64.6%,2-1,66.7%,0,,,,,,,,,,,,W (Heilbronn)
1992,5,5,0,100.0%,10-0,100.0%,60-22,73.2%,0-0,-,0,,,,,,,,,,,,W (Ljubljana)
1991,3,2,1,66.7%,5-1,83.3%,34-21,61.8%,0-2,0.0%,0,,,,,,,,,,,,QF (Aachen)
1990,19,13,6,68.4%,28-9,75.7%,194-127,60.4%,2-4,33.3%,0,,,,,,,,,,,,W (Ljubljana)
1989,23,14,9,60.9%,30-21,58.8%,247-216,53.3%,0-1,0.0%,0,,,,,,,,,,,,W (Genova)
1988,3,2,1,66.7%,2-3,40.0%,21-24,46.7%,2-0,100.0%,0,,,,,,,,,,,,QF (Bergen)
Career,64,43,21,67.2%,90-44,67.2%,685-517,57.0%,6-9,40.0%,0,,,,,,,,,,,,
