Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 US Open R128,L vs Kvitova,96.1,99.7,5.4,102.0,96.6,108,84,86.5,4.0,89.0,84.8,92,79
2017 Wimbledon R128,L vs Radwanska,94.2,96.4,6.4,101.9,91.9,107,84,87.3,3.8,,87.0,94,80
2017 Australian Open R32,L vs Kuznetsova,90.8,97.3,6.1,101.4,94.9,106,77,80.5,4.7,83.0,80.3,90,69
2017 Australian Open R64,W vs Goerges,94.1,99.9,6.5,103.9,98.5,108,74,83.6,4.6,84.5,83.3,92,72
2017 Australian Open R128,W vs Siegemund,88.9,95.4,6.3,100.2,93.5,109,81,79.1,5.3,,81.8,88,70
2016 Wimbledon R128,W vs Voegele,96.1,100.2,5.4,103.9,96.9,107,88,88.5,4.4,92.3,86.0,97,81
2016 Australian Open R64,L vs Siegemund,93.4,98.4,6.3,,,108,83,84.9,5.8,,,94,63
2016 Australian Open R128,W vs Hercog,94.6,100.1,5.6,,,107,82,80.6,5.6,,,92,68
2015 US Open R128,L vs Dodin,97.8,104.0,3.6,,,112,93,86.8,5.7,,,98,74
2015 Wimbledon R16,L vs Radwanska,97.9,101.6,3.8,,,107,92,90.3,4.9,,,101,82
2015 Wimbledon R32,W vs Kvitova,100.3,103.4,2.9,,,109,95,92.6,3.9,,,99,83
2015 Wimbledon R64,W vs Rodina,99.4,103.6,3.2,,,109,94,91.3,5.0,,,101,79
2015 Roland Garros R128,L vs Karatantcheva,97.0,100.5,4.6,,,108,88,87.3,1.7,,,92,85
2014 US Open R16,L vs Bencic,95.1,99.0,4.5,,,106,84,85.4,5.1,,,93,75
2014 US Open R32,W vs Larsson,91.3,96.1,5.8,,,108,82,82.2,4.0,,,90,74
2014 US Open R64,W vs Pironkova,95.7,100.5,4.8,,,108,90,84.4,6.0,,,93,73
2014 US Open R128,W vs Jovanovski,97.0,101.8,6.1,,,111,87,89.2,5.5,,,98,81
2014 Wimbledon R128,L vs Kanepi,91.9,96.0,5.0,,,104,86,82.6,4.8,,,89,75
2014 Roland Garros R16,L vs Errani,93.7,97.6,8.5,,,108,69,88.0,5.1,,,99,78
2014 Roland Garros R32,W vs Cirstea,96.3,104.2,3.5,,,109,97,85.2,4.9,,,94,74
Career (57 matches),,95.0,99.7,5.3,102.1,95.1,112,67,85.6,5.0,87.3,82.5,101,61
