Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2017 US Open R128,L vs Kvitova,14,25,0.6,9.9%,17.7%,12,19,0.6,9.4%,15.0%,3.9%,5.5%,0.9,19.9%,22.0%
2017 Wimbledon R128,L vs Radwanska,21,32,0.7,17.1%,26.0%,20,27,0.7,17.5%,23.7%,7.0%,10.5%,2.5,22.0%,8.9%
2017 Roland Garros R128,L vs Hogenkamp,16,23,0.7,13.7%,19.7%,11,20,0.6,10.8%,19.6%,1.0%,9.8%,1.1,18.8%,17.1%
2017 Australian Open R32,L vs Kuznetsova,44,53,0.8,15.8%,19.1%,43,46,0.9,16.6%,17.8%,5.4%,11.2%,1.1,20.9%,19.8%
2017 Australian Open R64,W vs Goerges,9,15,0.6,6.9%,11.5%,9,10,0.9,7.7%,8.5%,0.9%,6.8%,0.8,25.4%,33.8%
2017 Australian Open R128,W vs Siegemund,18,36,0.5,8.7%,17.5%,16,30,0.5,8.6%,16.0%,5.3%,3.2%,0.6,16.5%,28.2%
2017 Shenzhen R32,L vs Halep,19,39,0.5,12.8%,26.2%,16,37,0.4,11.3%,26.1%,1.4%,7.7%,0.9,17.4%,18.8%
2016 Hong Kong SF,L vs Wozniacki,23,23,1.0,16.9%,16.9%,22,19,1.2,17.5%,15.1%,8.7%,8.7%,1.0,16.2%,15.4%
2016 Guangzhou SF,W vs Konjuh,16,25,0.6,10.4%,16.2%,10,20,0.5,7.5%,14.9%,1.5%,3.7%,0.7,20.8%,31.2%
2016 Wimbledon R64,L vs Erakovic,24,23,1.0,11.4%,11.0%,19,23,0.8,9.8%,11.9%,6.2%,3.6%,1.1,21.9%,20.5%
2016 Wimbledon R128,W vs Voegele,25,10,2.5,26.9%,10.8%,19,9,2.1,22.1%,10.5%,12.8%,9.3%,0.5,8.6%,17.2%
2016 Mallorca R16,W vs Mertens,26,35,0.7,15.2%,20.5%,21,35,0.6,13.1%,21.9%,7.5%,5.0%,0.7,15.2%,21.1%
2016 Mallorca R32,W vs Konjuh,22,22,1.0,18.5%,18.5%,18,19,0.9,17.6%,18.6%,5.9%,7.8%,0.7,17.6%,26.1%
2016 Indian Wells R16,L vs Radwanska,15,33,0.5,13.4%,29.5%,15,27,0.6,14.7%,26.5%,7.8%,6.9%,0.6,9.8%,15.2%
2016 Australian Open R64,L vs Siegemund,13,17,0.8,6.8%,8.9%,11,14,0.8,6.0%,7.7%,3.3%,2.7%,1.0,26.3%,25.8%
2016 Australian Open R128,W vs Hercog,11,25,0.4,8.0%,18.2%,8,21,0.4,6.3%,16.7%,3.2%,3.2%,0.4,14.6%,33.6%
2016 Brisbane R32,L vs Vinci,48,39,1.2,24.4%,19.8%,41,36,1.1,22.8%,20.0%,10.0%,12.8%,1.4,18.8%,13.2%
2015 Luxembourg QF,L vs Doi,19,33,0.6,13.0%,22.6%,16,30,0.5,11.7%,21.9%,6.6%,4.4%,1.0,19.9%,19.2%
2015 US Open R128,L vs Dodin,23,31,0.7,12.2%,16.5%,15,25,0.6,9.5%,15.8%,4.4%,3.8%,0.6,16.5%,25.5%
2015 Cincinnati SF,L vs Halep,10,27,0.4,10.1%,27.3%,10,24,0.4,11.0%,26.4%,3.3%,7.7%,1.3,20.2%,16.2%
Career (99 matches),,1851,2586,0.7,13.5%,18.8%,1581,2252,0.7,12.6%,18.0%,4.1%,4.9%,0.8,16.7%,21.0%
