Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,582,353,229,60.7%,788-531,59.7%,6709-5666,54.2%,68-68,50.0%,413,62.1%,41.0%,3.4%,5.7%,64.2%,63.3%,45.5%,56.9%,46.3%,51.6%,1.08
Clay,241,162,79,67.2%,361-189,65.6%,2866-2175,56.9%,23-21,52.3%,172,62.6%,36.9%,3.2%,4.4%,66.9%,63.1%,45.6%,57.3%,48.3%,52.8%,1.13
Grass,83,51,32,61.4%,115-76,60.2%,965-847,53.3%,11-7,61.1%,66,75.3%,28.3%,4.7%,4.6%,65.5%,66.8%,47.6%,60.2%,42.8%,51.3%,1.07
Carpet,15,7,8,46.7%,19-19,50.0%,175-176,49.9%,2-1,66.7%,8,-,-,3.1%,5.3%,63.8%,61.6%,47.3%,56.4%,46.2%,51.2%,1.06
Grand Slams,170,113,57,66.5%,250-139,64.3%,2018-1615,55.5%,17-15,53.1%,134,65.4%,37.2%,3.6%,4.9%,66.6%,62.5%,45.4%,56.8%,45.9%,51.4%,1.06
Premiers,444,263,181,59.2%,595-419,58.7%,5145-4373,54.1%,56-59,48.7%,331,65.3%,37.2%,3.4%,5.3%,65.6%,63.3%,45.6%,57.2%,46.8%,52.0%,1.09
Internationals,167,115,52,68.9%,247-119,67.5%,1919-1477,56.5%,21-8,72.4%,111,66.8%,36.3%,4.2%,5.6%,62.5%,66.5%,46.5%,59.0%,46.6%,52.6%,1.14
Finals,36,15,21,41.7%,42-44,48.8%,419-408,50.7%,4-5,44.4%,27,40.0%,60.0%,2.1%,5.0%,66.8%,58.6%,45.1%,54.1%,45.3%,49.8%,0.99
Semi-finals,76,35,41,46.1%,87-93,48.3%,841-872,49.1%,11-10,52.4%,66,56.5%,28.1%,2.7%,5.1%,66.3%,60.7%,44.5%,55.2%,44.6%,49.8%,1.00
Quarter-finals,121,72,49,59.5%,166-106,61.0%,1402-1160,54.7%,11-16,40.7%,92,71.7%,50.8%,3.5%,4.5%,66.4%,63.4%,47.1%,57.9%,46.1%,52.0%,1.10
vs Righties,839,515,324,61.4%,1161-755,60.6%,9750-8129,54.5%,92-86,51.7%,604,64.1%,39.0%,3.4%,5.2%,65.0%,63.4%,45.7%,57.2%,46.5%,51.8%,1.09
vs Lefties,73,49,24,67.1%,104-59,63.8%,853-691,55.2%,11-11,50.0%,50,65.1%,15.9%,4.1%,5.3%,65.6%,65.4%,46.9%,59.0%,45.5%,52.3%,1.11
vs Top 10,147,50,97,34.0%,137-209,39.6%,1522-1751,46.5%,14-18,43.8%,122,54.5%,33.7%,2.5%,5.7%,66.3%,60.1%,43.1%,54.4%,43.6%,49.0%,0.96
