Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,15,Hard,47,32,15,68.1%,5,3,2,60.0%,2003,2017,SF,37,1.08,3.2%,5.6%,65.5%,61.8%,43.6%,55.6%,48.2%,58.3%,48.4%
Roland Garros,15,Clay,47,32,15,68.1%,7,5,2,71.4%,2003,2017,SF,34,1.10,3.7%,4.1%,67.6%,62.9%,46.5%,57.6%,46.6%,51.1%,46.8%
Wimbledon,15,Grass,36,21,15,58.3%,9,5,4,55.6%,2003,2017,R16,29,1.02,4.3%,4.3%,67.0%,64.8%,44.7%,58.2%,42.6%,56.7%,46.9%
US Open,16,Hard,50,34,16,68.0%,12,4,8,33.3%,2002,2017,F,34,1.05,3.3%,5.6%,66.3%,60.9%,47.0%,56.2%,46.0%,53.4%,53.4%
Olympics,3,,6,3,3,50.0%,0,0,0,-,2004,2012,QF,1,0.51,2.0%,3.9%,68.6%,60.0%,37.5%,52.9%,23.8%,33.3%,0
Fed Cup,12,,38,27,11,71.1%,5,2,3,40.0%,2001,2016,,3,0.92,1.7%,5.2%,67.2%,59.0%,40.4%,52.9%,43.2%,40.0%,60.0%
Indian Wells,16,Hard,41,26,15,63.4%,8,3,5,37.5%,2001,2017,W,34,1.16,2.5%,6.3%,64.1%,64.9%,48.2%,58.9%,47.7%,54.3%,50.9%
Miami,16,Hard,35,19,16,54.3%,14,5,9,35.7%,2001,2017,F,25,1.06,4.0%,5.4%,64.0%,63.8%,45.3%,57.2%,45.4%,55.1%,44.7%
Rome,15,Clay,45,32,13,71.1%,10,5,5,50.0%,2003,2017,W,39,1.15,3.2%,5.2%,66.1%,60.9%,46.3%,56.0%,50.6%,58.0%,53.0%
Charleston,13,Clay,34,22,12,64.7%,5,2,3,40.0%,2015,2017,W,29,1.19,2.8%,3.8%,69.8%,64.9%,40.7%,57.6%,50.3%,53.3%,58.6%
Beijing,13,Hard,32,20,12,62.5%,6,2,4,33.3%,2004,2016,W,22,1.10,2.5%,4.6%,65.8%,60.5%,45.4%,55.3%,49.1%,53.8%,46.9%
Dubai,12,Hard,33,21,12,63.6%,2,2,0,100.0%,2005,2017,F,27,1.01,3.9%,6.8%,63.2%,62.7%,44.3%,55.9%,44.4%,55.1%,43.1%
Doha,10,Hard,25,15,10,60.0%,5,1,4,20.0%,2006,2017,SF,20,1.10,2.2%,5.5%,64.5%,62.9%,42.6%,55.7%,48.6%,54.4%,50.3%
Sydney,10,Hard,22,12,10,54.5%,6,2,4,33.3%,2004,2016,F,16,1.04,3.2%,5.0%,65.8%,62.5%,46.8%,57.1%,44.6%,57.6%,44.3%
Tokyo,10,Hard,20,10,10,50.0%,1,0,1,0.0%,2005,2014,F,19,1.08,4.6%,6.6%,62.3%,63.6%,45.4%,56.7%,46.8%,56.9%,46.2%
