Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2017 Shenzhen R32,L vs Halep,77.0%,43.3%,1.1%,1/0,2.56,4.3%,81.1%,37.2%,1.9%,2.40,7.1%,85.7%,54.2%,0.0%,2.79,0.0%
2016 Hong Kong SF,L vs Wozniacki,76.1%,54.9%,0.0%,0/0,2.27,1.7%,76.5%,51.3%,0.0%,2.13,3.3%,85.7%,66.7%,0.0%,2.40,0.0%
2016 Guangzhou SF,W vs Konjuh,75.0%,45.6%,5.3%,0/4,2.62,22.0%,74.3%,34.6%,5.7%,2.47,34.4%,88.6%,54.8%,5.7%,2.87,0.0%
2016 Mallorca R16,W vs Mertens,78.8%,50.7%,7.1%,6/0,2.81,12.1%,79.6%,46.2%,6.1%,2.72,16.7%,87.5%,57.1%,9.4%,2.96,4.5%
2016 Mallorca R32,W vs Konjuh,63.9%,53.8%,1.6%,1/0,2.51,16.1%,61.5%,37.5%,0.0%,2.53,23.8%,82.1%,65.2%,3.6%,2.45,0.0%
2016 Indian Wells R16,L vs Radwanska,77.8%,49.0%,4.8%,1/2,2.48,5.3%,69.7%,43.5%,3.0%,2.34,9.5%,96.3%,53.8%,7.4%,2.64,0.0%
2016 Brisbane R32,L vs Vinci,76.0%,51.3%,8.0%,5/3,2.47,53.4%,75.0%,40.5%,5.4%,2.46,64.9%,81.0%,64.7%,11.9%,2.47,41.7%
2015 Luxembourg QF,L vs Doi,84.3%,44.1%,4.3%,1/2,2.58,13.0%,89.6%,44.2%,6.3%,2.56,18.4%,80.0%,43.8%,0.0%,2.62,0.0%
2015 Cincinnati SF,L vs Halep,66.7%,50.0%,4.8%,2/0,2.34,0.0%,64.3%,50.0%,0.0%,2.28,0.0%,90.9%,50.0%,18.2%,2.46,0.0%
2015 Toronto R32,L vs Halep,77.2%,29.5%,0.0%,0/0,2.40,2.3%,77.8%,25.7%,0.0%,2.33,5.3%,90.0%,44.4%,0.0%,2.46,0.0%
2015 s Hertogenbosch R16,W vs Hlavackova,78.0%,51.3%,4.0%,2/0,2.31,0.0%,75.9%,40.9%,0.0%,1.95,0.0%,94.4%,64.7%,11.1%,2.54,0.0%
2015 Miami R64,L vs Azarenka,74.7%,40.7%,5.1%,2/2,2.79,2.9%,77.4%,41.7%,3.2%,2.55,5.3%,100.0%,36.4%,18.2%,3.13,0.0%
2015 Indian Wells F,L vs Halep,87.9%,56.4%,0.0%,0/0,2.21,4.2%,90.7%,54.4%,0.0%,2.12,7.0%,89.7%,61.5%,0.0%,2.35,0.0%
2015 Indian Wells SF,W vs Lisicki,71.9%,65.6%,3.4%,1/2,2.25,6.9%,74.1%,62.8%,1.7%,2.22,10.5%,80.8%,71.4%,7.7%,2.31,0.0%
2014 Tokyo R16,L vs Muguruza,81.6%,53.6%,4.9%,2/3,2.50,3.8%,84.8%,51.8%,1.5%,2.58,6.7%,84.8%,57.1%,12.1%,2.40,0.0%
2014 US Open R16,L vs Bencic,78.4%,58.0%,5.7%,3/2,2.23,10.1%,75.0%,44.4%,8.3%,2.25,13.7%,86.8%,72.7%,2.6%,2.16,0.0%
2014 Cincinnati QF,L vs Williams,47.7%,38.1%,6.8%,1/2,2.73,0.0%,40.0%,20.0%,4.0%,2.70,0.0%,73.3%,54.5%,13.3%,2.77,0.0%
2014 Dubai QF,L vs Williams,61.5%,46.9%,7.7%,2/2,2.28,4.0%,61.1%,54.5%,2.8%,2.13,3.2%,76.9%,30.0%,23.1%,2.52,5.3%
2014 Australian Open R16,L vs Halep,75.8%,44.0%,3.0%,2/0,1.97,3.0%,83.3%,45.7%,2.4%,2.02,4.8%,75.0%,40.0%,5.0%,1.87,0.0%
2014 Brisbane QF,W vs Kerber,74.2%,59.8%,3.2%,2/2,2.29,4.6%,73.7%,55.4%,0.0%,2.35,7.0%,81.8%,66.7%,9.1%,2.17,0.0%
Career (42 matches),,73.2%,49.6%,5.1%,59.2%,2.44,8.6%,73.4%,45.0%,3.6%,2.40,11.4%,86.3%,57.1%,9.0%,2.51,3.6%
