Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2012 Valencia R32,L vs Almagro,55% (6/11),50% (3/6),1/4,50% (5/10),0% (0/5),2/3,0/0,2/3,0/0,1/1
2012 Wimbledon R128,L vs Djokovic,23% (3/13),33% (1/3),0/5,50% (6/12),0% (0/6),0/1,0/0,1/2,0/0,1/1
2012 Wimbledon R128,L vs Djokovic,23% (3/13),33% (1/3),0/5,50% (6/12),0% (0/6),0/1,0/0,1/2,0/0,1/1
2012 Roland Garros R64,L vs Cilic,14% (2/14),50% (1/2),0/4,40% (6/15),17% (1/6),1/1,0/0,3/4,0/0,0/1
2012 Roland Garros R64,L vs Cilic,14% (2/14),50% (1/2),0/4,40% (6/15),17% (1/6),1/1,0/0,3/4,0/0,0/1
2012 Nice R16,L vs Bellucci,30% (3/10),33% (1/3),0/2,56% (5/9),40% (2/5),1/1,0/0,1/2,0/0,1/1
2012 Nice R32,W vs Haase,12% (2/17),100% (2/2),1/3,29% (5/17),40% (2/5),2/2,0/0,3/3,0/0,2/2
2012 Rome R16,L vs Federer,14% (2/14),50% (1/2),0/3,46% (6/13),33% (2/6),1/1,1/1,1/2,0/0,1/1
2012 Rome R32,W vs Monfils,70% (7/10),71% (5/7),2/3,27% (3/11),0% (0/3),4/4,1/1,1/1,1/1,0/0
2012 Rome R64,W vs Anderson,55% (6/11),50% (3/6),1/1,27% (3/11),67% (2/3),3/3,2/3,0/0,1/2,0/0
2012 Madrid R64,L vs Andreev,27% (3/11),0% (0/3),0/1,18% (2/11),50% (1/2),0/0,0/0,1/1,0/0,0/0
2012 Acapulco R32,L vs Wawrinka,50% (7/14),57% (4/7),2/4,54% (7/13),43% (3/7),3/4,1/1,0/0,0/0,0/0
2012 Buenos Aires R32,L vs Nishikori,40% (6/15),83% (5/6),0/5,57% (8/14),25% (2/8),1/4,0/0,1/2,0/0,0/0
2012 Sao Paulo R32,L vs Mayer,20% (2/10),0% (0/2),0/2,40% (4/10),50% (2/4),0/0,0/0,3/3,0/0,1/1
2012 Auckland R32,L vs Paire,11% (1/9),0% (0/1),0/3,63% (5/8),40% (2/5),0/0,0/0,0/0,0/0,0/0
2011 Paris R64,L vs Mahut,44% (4/9),50% (2/4),0/4,63% (5/8),0% (0/5),1/2,0/0,0/1,0/0,0/0
2011 Paris R64,L vs Mahut,44% (4/9),50% (2/4),0/4,63% (5/8),0% (0/5),1/2,0/0,0/1,0/0,0/0
2011 Valencia QF,L vs Monaco,22% (2/9),0% (0/2),0/2,33% (3/9),0% (0/3),0/0,0/0,0/1,0/0,0/1
2011 Valencia R32,W vs Kunitsyn,45% (5/11),40% (2/5),0/1,36% (4/11),75% (3/4),2/2,1/1,2/2,0/0,0/0
2011 Shanghai R32,W vs Verdasco,43% (6/14),100% (6/6),1/2,38% (5/13),40% (2/5),3/4,0/0,0/1,0/0,0/0
2012 (15 matches),,29.6%,50.9%,14.3%,42.5%,26.0%,73.1%,83.3%,72.4%,66.7%,80.0%
2011 (14 matches),,31.5%,56.1%,12.9%,33.9%,38.3%,70.4%,72.7%,73.7%,50.0%,66.7%
2009 (2 matches),,44.4%,87.5%,62.5%,57.9%,9.1%,57.1%,100.0%,33.3%,100.0%,0.0%
2007 (3 matches),,20.5%,50.0%,11.1%,30.8%,16.7%,100.0%,100.0%,87.5%,-,66.7%
2006 (2 matches),,31.6%,83.3%,40.0%,36.8%,28.6%,80.0%,100.0%,100.0%,100.0%,100.0%
Career (64 matches),,34.0%,61.9%,22.9%,36.6%,30.7%,78.1%,80.0%,66.3%,80.0%,63.0%
