Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2012,17,5,12,29.4%,17-30,36.2%,208-254,45.0%,4-4,50.0%,16,71.0%,17.6%,3.3%,1.8%,67.0%,64.8%,50.5%,60.0%,36.0%,47.5%,0.90,R16 (2x)
2011,31,20,11,64.5%,45-34,57.0%,400-372,51.8%,8-2,80.0%,31,77.7%,26.0%,3.6%,2.4%,62.6%,65.9%,57.3%,62.7%,39.5%,51.0%,1.06,W (Stuttgart)
2010,47,33,14,70.2%,76-40,65.5%,605-472,56.2%,7-7,50.0%,47,80.8%,32.0%,3.2%,1.6%,71.7%,68.3%,56.5%,65.0%,41.7%,53.0%,1.19,W (3x)
2009,55,35,20,63.6%,83-58,58.9%,716-649,52.5%,11-10,52.4%,53,78.3%,25.5%,5.6%,2.0%,67.0%,68.0%,53.9%,63.3%,38.6%,50.9%,1.05,W (Casablanca)
2008,36,21,15,58.3%,51-34,60.0%,439-387,53.1%,4-6,40.0%,36,83.7%,23.2%,6.0%,2.0%,66.6%,71.5%,53.9%,65.6%,37.9%,51.5%,1.10,F (Auckland)
2007,57,34,23,59.6%,83-63,56.8%,732-680,51.8%,14-10,58.3%,57,78.5%,25.5%,5.1%,2.2%,68.1%,67.4%,53.3%,62.9%,38.8%,50.7%,1.05,F (Costa Do Sauipe)
2006,51,28,23,54.9%,73-63,53.7%,687-648,51.5%,11-7,61.1%,51,77.9%,24.6%,5.2%,1.7%,68.4%,68.0%,53.9%,63.6%,39.0%,50.8%,1.07,F (Cincinnati Masters)
2005,73,46,27,63.0%,112-78,58.9%,965-874,52.5%,17-12,58.6%,71,79.7%,25.3%,3.9%,2.2%,66.6%,68.2%,54.5%,63.6%,39.3%,51.3%,1.08,F (2x)
2004,39,23,16,59.0%,65-47,58.0%,590-546,51.9%,15-10,60.0%,34,82.0%,18.9%,6.3%,2.8%,62.6%,70.5%,54.4%,64.5%,36.7%,50.5%,1.03,F (Rotterdam)
2003,88,67,21,76.1%,164-71,69.8%,1283-984,56.6%,19-15,55.9%,76,83.0%,30.8%,7.0%,3.7%,60.2%,72.5%,55.0%,65.5%,41.4%,53.0%,1.20,W (4x)
2002,73,48,25,65.8%,118-79,59.9%,1027-897,53.4%,17-14,54.8%,69,79.4%,25.9%,5.9%,3.4%,60.4%,70.6%,52.7%,63.5%,39.3%,51.3%,1.08,W (2x)
2001,78,57,21,73.1%,142-68,67.6%,1140-883,56.4%,21-18,53.8%,76,81.4%,31.7%,5.6%,4.0%,60.1%,71.2%,54.6%,64.6%,42.2%,53.1%,1.19,W (4x)
2000,72,46,26,63.9%,111-82,57.5%,1001-922,52.1%,18-19,48.6%,63,77.8%,25.2%,4.4%,4.3%,57.8%,68.7%,54.0%,62.5%,39.0%,50.7%,1.04,F (2x)
1999,24,16,8,66.7%,36-24,60.0%,308-270,53.3%,6-3,66.7%,24,74.6%,32.6%,1.9%,3.2%,68.7%,65.0%,53.2%,61.3%,42.3%,51.6%,1.09,W (Mallorca)
Career,741,479,262,64.6%,1176-771,60.4%,10101-8838,53.3%,172-137,55.7%,704,79.6%,26.7%,5.1%,2.8%,64.0%,69.1%,54.2%,63.7%,39.7%,51.5%,1.09,
