Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
14-Aug-2006,Cincinnati Masters,Hard,F,31,12,(9) Andy Roddick [USA] d. Ferrero,6-3 6-4,0.71,16.7%,3.7%,66.7%,66.7%,27.8%,3/7,1:10
13-Oct-2003,Madrid Masters,Hard,F,1,21,(1) Ferrero d. Nicolas Massu [CHI],6-3 6-4 6-3,,,,,,,,
25-Aug-2003,US Open,Hard,F,3,4,(4) Andy Roddick [USA] d. (3) Ferrero,6-3 7-6(2) 6-3,0.60,7.8%,1.1%,63.3%,73.7%,45.5%,3/5,1:41
26-May-2003,Roland Garros,Clay,F,3,46,(3) Ferrero d. Martin Verkerk [NED],6-1 6-3 6-2,1.77,2.9%,7.1%,55.7%,82.1%,54.8%,3/4,2:09
14-Apr-2003,Monte Carlo Masters,Clay,F,3,26,(1) Ferrero d. Guillermo Coria [ARG],6-2 6-2,1.44,0.0%,1.9%,67.3%,60.0%,52.9%,3/5,1:16
11-Nov-2002,Masters Cup,Hard,F,4,1,Lleyton Hewitt [AUS] d. Ferrero,7-5 7-5 2-6 2-6 6-4,1.08,8.9%,1.5%,69.6%,69.1%,53.7%,6/13,3:51
27-May-2002,Roland Garros,Clay,F,11,22,(20) Albert Costa [ESP] d. (11) Ferrero,6-1 6-0 4-6 6-3,0.68,4.5%,4.5%,57.7%,54.7%,38.3%,15/24,2:30
15-Apr-2002,Monte Carlo Masters,Clay,F,4,26,(2) Ferrero d. Carlos Moya [ESP],7-5 6-3 6-4,1.49,2.2%,1.1%,68.1%,80.6%,58.6%,4/5,1:59
14-May-2001,Hamburg Masters,Clay,F,6,42,(Q) Albert Portas [ESP] d. (8) Ferrero,4-6 6-2 0-6 7-6(5) 7-5,1.03,4.3%,4.9%,53.4%,65.5%,50.0%,12/20,3:37
07-May-2001,Rome Masters,Clay,F,9,1,(8) Ferrero d. (1) Gustavo Kuerten [BRA],3-6 6-1 2-6 6-4 6-2,1.19,6.8%,3.4%,56.4%,74.2%,56.9%,5/9,3:04
