Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2009 Umag F,L vs Davydenko,62.8%,37.0%,9.3%,2/2,2.54,5.8%,60.7%,29.4%,10.7%,2.66,7.9%,90.9%,50.0%,9.1%,2.21,0.0%
2009 Casablanca F,W vs Serra,82.1%,57.8%,2.6%,2/0,2.03,22.2%,79.2%,55.3%,0.0%,2.11,31.3%,92.9%,61.5%,7.1%,1.85,0.0%
2007 Canada R64,L vs Hewitt,56.5%,41.0%,8.7%,5/1,1.96,21.2%,54.8%,39.1%,4.8%,2.05,32.3%,72.7%,43.8%,18.2%,1.83,4.8%
2007 Wimbledon QF,L vs Federer,61.9%,45.7%,3.5%,1/3,2.33,48.2%,52.2%,37.1%,3.0%,2.22,48.0%,77.8%,54.3%,4.4%,2.48,48.5%
2007 Monte Carlo SF,L vs Federer,81.5%,39.6%,1.5%,1/0,1.71,26.8%,71.1%,37.0%,2.6%,1.72,24.1%,100.0%,42.3%,0.0%,1.67,33.3%
2006 Cincinnati F,L vs Roddick,45.5%,64.0%,1.8%,0/1,2.34,10.8%,39.5%,66.7%,0.0%,2.57,13.0%,66.7%,60.0%,6.7%,1.96,7.1%
2006 Cincinnati SF,W vs Robredo,79.8%,55.2%,0.0%,0/0,1.83,21.1%,74.1%,55.0%,0.0%,1.86,36.4%,93.1%,55.6%,0.0%,1.78,0.0%
2005 Wimbledon R16,L vs Federer,61.8%,46.0%,2.0%,1/1,2.60,45.3%,53.0%,37.1%,0.0%,2.44,35.6%,80.0%,57.1%,5.7%,2.83,60.0%
2005 Barcelona F,L vs Nadal,76.1%,41.9%,0.9%,1/0,2.26,3.7%,73.3%,41.3%,0.0%,2.34,5.8%,95.8%,43.5%,4.2%,2.12,0.0%
2005 Monte Carlo SF,L vs Coria,79.3%,43.5%,1.7%,1/0,2.43,3.4%,75.6%,38.7%,2.4%,2.51,4.7%,100.0%,53.3%,0.0%,2.20,0.0%
2004 Rotterdam F,L vs Hewitt,69.6%,39.7%,0.9%,0/1,2.11,30.8%,57.6%,32.4%,1.7%,2.02,45.2%,91.7%,45.5%,0.0%,2.31,0.0%
2004 Australian Open SF,L vs Federer,61.4%,43.1%,4.8%,1/3,1.92,36.4%,53.3%,31.3%,3.3%,1.90,32.1%,86.4%,63.2%,9.1%,1.94,40.7%
2003 Davis Cup World Group F RR,L vs Hewitt,63.9%,48.9%,8.2%,7/5,2.23,16.1%,56.1%,50.0%,6.1%,2.26,29.0%,82.8%,47.9%,12.1%,2.18,0.0%
2003 Masters Cup RR,L vs Federer,55.1%,44.4%,4.1%,1/1,2.32,53.3%,46.4%,46.2%,3.6%,2.50,56.3%,70.0%,42.9%,5.0%,2.11,50.0%
2003 Madrid F,W vs Massu,75.9%,57.6%,2.3%,1/1,1.95,7.4%,76.5%,53.8%,2.0%,1.96,14.8%,87.1%,63.0%,3.2%,1.94,0.0%
2003 Madrid SF,W vs Federer,60.5%,38.5%,3.5%,2/1,1.91,40.4%,55.6%,36.7%,3.7%,1.90,34.5%,84.6%,40.9%,3.8%,1.93,47.8%
2003 US Open F,L vs Roddick,47.1%,41.5%,4.6%,2/2,1.94,16.1%,32.1%,33.3%,3.6%,1.91,26.5%,79.3%,47.8%,6.9%,1.96,3.6%
2003 US Open SF,W vs Agassi,68.5%,49.4%,6.2%,2/6,2.09,12.6%,61.2%,41.5%,3.0%,2.24,21.4%,88.9%,56.3%,11.1%,1.96,4.4%
2003 Roland Garros F,W vs Verkerk,69.0%,66.7%,3.0%,0/3,1.83,20.0%,61.7%,55.2%,2.1%,1.67,37.5%,87.0%,75.0%,4.3%,2.02,0.0%
2003 Roland Garros SF,W vs Costa,71.6%,53.0%,1.7%,0/2,2.34,26.1%,72.1%,45.5%,3.3%,2.31,42.9%,81.3%,61.5%,0.0%,2.37,8.8%
Career (40 matches),,70.2%,49.2%,3.1%,46.4%,2.17,19.0%,64.6%,45.4%,2.1%,2.16,24.6%,85.5%,53.6%,4.9%,2.18,10.8%
