Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2012,213,225,67,1755,73,1676,46,1757,69,1642,348,180,,
2011,50,910,38,1854,50,1741,28,1835,,,,,,
2010,29,1415,20,1921,37,1797,11,1918,16,1791,,,,
2009,23,1555,25,1911,36,1793,20,1874,13,1821,,,,
2008,55,705,39,1843,43,1765,24,1845,24,1772,,,,
2007,24,1340,29,1881,31,1806,19,1858,17,1787,,,,
2006,23,1080,40,1824,41,1765,26,1827,25,1745,684,45,,
2005,17,1500,18,1922,18,1855,9,1928,11,1796,1426,5,,
2004,31,955,24,1886,22,1839,5,1939,41,1718,1211,10,,
2003,3,4205,4,2021,5,1973,2,2050,17,1782,854,25,,
2002,4,2740,7,1998,8,1936,3,2005,22,1765,200,220,124,1421
2001,5,3040,12,1969,20,1864,3,2019,30,1726,771,30,,
2000,12,1840,21,1909,43,1777,6,1936,67,1635,,,,
1999,42,956,49,1826,191,1519,33,1831,,,872,20,,
1998,346,96,,,,,,,,,672,41,,
1997,681,22,,,,,,,,,,,,
