Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2009 Umag F,L vs Davydenko,4.9,5.7,3.9,32.5%,38.7%,35.3%,55.6%,45.5%,4.8%,5.5,6.7,-9.5,-9.8
2009 Casablanca F,W vs Serra,5.4,5.6,5.3,55.0%,59.5%,33.3%,52.0%,54.4%,3.3%,7.0,4.1,1.0,0.7
2007 Canada R64,L vs Hewitt,4.9,4.6,5.2,47.6%,48.1%,72.7%,38.5%,50.8%,4.1%,-4.5,-3.2,-5.5,-4.0
2007 Wimbledon QF,L vs Federer,3.8,4.2,3.4,44.1%,37.3%,47.4%,61.1%,48.5%,4.5%,-1.0,-0.6,-7.0,-4.2
2007 Monte Carlo SF,L vs Federer,5.2,6.1,4.6,37.5%,47.8%,56.3%,52.6%,44.4%,5.0%,6.0,5.8,0.5,0.4
2006 Cincinnati F,L vs Roddick,3.7,4.8,2.7,39.1%,52.6%,54.5%,40.0%,52.5%,2.6%,0.5,0.7,4.0,5.6
2006 Cincinnati SF,W vs Robredo,3.9,3.3,4.3,53.1%,61.5%,50.0%,87.5%,56.1%,0.0%,16.0,12.8,3.5,3.4
2005 Wimbledon R16,L vs Federer,4.3,4.6,4.0,43.1%,46.5%,56.0%,52.4%,46.2%,4.6%,1.5,0.9,5.5,3.0
2005 Barcelona F,L vs Nadal,6.2,6.0,6.4,36.3%,57.8%,50.0%,45.8%,56.2%,4.0%,-4.5,-1.5,3.0,1.3
2005 Monte Carlo SF,L vs Coria,7.8,8.3,7.3,42.3%,53.6%,32.0%,41.0%,50.9%,4.8%,0.0,0.0,-1.0,-0.5
2004 Rotterdam F,L vs Hewitt,5.6,5.2,6.1,47.3%,56.3%,58.3%,38.6%,55.9%,4.0%,-2.0,-0.7,2.0,0.9
2004 Australian Open SF,L vs Federer,3.8,4.1,3.5,36.3%,50.0%,73.3%,25.0%,48.4%,4.4%,2.0,1.9,4.5,4.2
2003 Davis Cup World Group F RR,L vs Hewitt,4.6,5.0,4.2,48.5%,42.6%,61.3%,44.2%,43.4%,4.8%,-0.5,-0.2,3.0,1.0
2003 Masters Cup RR,L vs Federer,3.1,2.9,3.3,43.9%,29.2%,25.0%,25.0%,40.2%,5.5%,-4.5,-9.4,-1.0,-1.5
2003 Madrid F,W vs Massu,5.1,4.9,5.3,55.8%,55.2%,57.9%,58.6%,50.4%,3.1%,11.0,6.2,-1.0,-0.5
2003 Madrid SF,W vs Federer,3.6,4.4,2.8,49.1%,48.5%,56.3%,60.0%,42.4%,2.9%,7.0,7.4,3.5,2.8
2003 US Open F,L vs Roddick,3.5,4.4,2.7,43.8%,37.5%,44.4%,46.7%,50.2%,3.5%,4.0,3.5,-2.0,-1.8
2003 US Open SF,W vs Agassi,3.7,3.6,3.7,56.7%,47.3%,40.9%,26.3%,47.4%,5.9%,25.5,15.1,7.0,3.8
2003 Roland Garros F,W vs Verkerk,4.5,4.4,4.6,52.0%,68.8%,81.3%,68.2%,50.1%,5.4%,22.0,13.8,15.5,10.0
2003 Roland Garros SF,W vs Costa,4.5,4.0,4.9,55.1%,56.9%,32.0%,60.9%,42.3%,6.7%,18.5,12.8,8.5,4.2
Career (40 matches),,4.6,4.7,4.5,48.1%,50.8%,51.7%,48.9%,48.2%,4.4%,8.2,5.3,1.8,1.1
