Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2009 Umag F,L vs Davydenko,3.7%,5.6%,38.5%,8.0%,2.6%,5.1%,34.2%,8.5%,39.1%,56.3%,80.0%,6.7%,6.7%,50.0%,-79
2009 Casablanca F,W vs Serra,18.6%,30.5%,51.1%,26.9%,23.8%,35.7%,59.4%,35.5%,30.0%,63.6%,75.0%,7.1%,21.4%,30.8%,-53
2007 Canada R64,L vs Hewitt,34.2%,41.8%,44.2%,39.7%,40.4%,48.1%,45.2%,48.8%,47.6%,48.4%,60.0%,22.2%,29.6%,42.9%,-79
2007 Wimbledon QF,L vs Federer,28.3%,35.8%,43.4%,32.8%,36.7%,45.6%,50.0%,43.4%,37.1%,65.9%,60.0%,13.2%,18.4%,33.3%,16
2007 Monte Carlo SF,L vs Federer,14.3%,22.4%,53.7%,18.8%,14.7%,20.6%,44.8%,21.2%,11.8%,82.4%,100.0%,14.3%,28.6%,75.0%,22
2006 Cincinnati F,L vs Roddick,27.8%,33.3%,37.8%,31.7%,36.1%,44.4%,47.8%,41.9%,52.6%,64.7%,75.0%,12.5%,12.5%,21.4%,4
2006 Cincinnati SF,W vs Robredo,31.7%,41.7%,65.8%,36.0%,42.1%,52.6%,63.6%,48.9%,52.6%,57.9%,100.0%,15.8%,26.3%,68.8%,32
2005 Wimbledon R16,L vs Federer,29.1%,31.8%,48.0%,30.5%,39.2%,41.9%,55.6%,41.4%,34.3%,64.1%,50.0%,9.1%,12.1%,36.7%,-26
2005 Barcelona F,L vs Nadal,10.1%,18.2%,57.3%,17.8%,15.9%,28.6%,58.5%,27.9%,93.3%,30.3%,66.7%,0.0%,0.0%,55.2%,-118
2005 Monte Carlo SF,L vs Coria,3.3%,10.0%,44.8%,10.8%,4.4%,11.1%,41.9%,14.4%,40.0%,76.0%,71.4%,0.0%,6.7%,53.3%,-118
2004 Rotterdam F,L vs Hewitt,20.2%,29.8%,56.0%,29.8%,26.2%,38.1%,58.1%,39.3%,38.5%,40.0%,60.0%,3.3%,6.7%,51.7%,-81
2004 Australian Open SF,L vs Federer,21.1%,33.8%,50.0%,26.6%,29.3%,36.6%,51.7%,38.8%,33.3%,56.5%,75.0%,10.0%,30.0%,48.1%,-79
2003 Davis Cup World Group F RR,L vs Hewitt,23.5%,33.1%,46.0%,28.9%,26.6%,39.4%,40.6%,36.2%,50.0%,47.7%,66.7%,20.3%,26.1%,52.7%,-36
2003 Masters Cup RR,L vs Federer,30.2%,35.8%,33.3%,32.3%,42.9%,46.4%,31.3%,46.8%,42.9%,50.0%,33.3%,22.2%,33.3%,35.7%,58
2003 Madrid F,W vs Massu,35.3%,41.2%,51.9%,38.9%,47.1%,56.9%,55.6%,53.1%,40.9%,62.1%,100.0%,18.2%,18.2%,48.1%,-35
2003 Madrid SF,W vs Federer,35.3%,43.5%,57.7%,38.5%,44.2%,50.0%,58.6%,49.4%,43.5%,44.8%,0.0%,23.3%,36.7%,56.5%,59
2003 US Open F,L vs Roddick,30.0%,42.2%,48.4%,34.7%,39.3%,50.0%,55.9%,46.8%,36.0%,61.3%,50.0%,15.2%,30.3%,39.3%,-35
2003 US Open SF,W vs Agassi,26.9%,44.6%,51.7%,33.6%,44.7%,64.5%,54.8%,56.2%,37.1%,43.9%,57.1%,2.2%,19.6%,48.9%,-98
2003 Roland Garros F,W vs Verkerk,28.6%,42.9%,64.4%,35.7%,38.5%,64.1%,70.8%,51.3%,56.3%,47.8%,66.7%,19.2%,19.2%,57.1%,59
2003 Roland Garros SF,W vs Costa,24.7%,39.2%,56.5%,33.6%,36.4%,54.5%,62.9%,52.0%,38.5%,48.3%,100.0%,10.5%,21.1%,50.0%,-13
Career (40 matches),,22.5%,32.3%,51.6%,28.4%,28.6%,40.5%,54.2%,38.2%,39.1%,59.8%,68.8%,14.2%,21.4%,47.8%,24
