Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
1998 Rome SF,L vs Costa,17.7%,24.0%,53.4%,21.5%,20.9%,29.9%,56.6%,26.3%,16.7%,67.6%,100.0%,13.0%,13.0%,45.0%,-4
1998 Monte Carlo SF,L vs Pioline,11.7%,22.1%,47.8%,16.6%,8.3%,15.0%,45.5%,14.7%,9.4%,67.9%,25.0%,25.0%,50.0%,58.3%,-79
1998 Australian Open QF,L vs Rios,18.7%,27.1%,47.1%,26.6%,21.3%,28.3%,45.0%,30.9%,66.1%,8.5%,7.7%,8.7%,26.1%,57.1%,-39
1997 Rome SF,L vs Rios,24.0%,33.3%,48.2%,29.6%,30.8%,42.3%,50.0%,38.8%,57.7%,7.7%,0.0%,9.1%,13.6%,45.0%,-22
1994 Roland Garros F,L vs Bruguera,3.4%,13.7%,55.0%,9.3%,4.3%,13.8%,60.0%,11.6%,4.3%,89.6%,100.0%,0.0%,14.3%,33.3%,-118
1994 Roland Garros SF,W vs Larsson,18.5%,41.5%,79.2%,35.1%,20.8%,43.4%,76.2%,41.1%,4.8%,75.0%,100.0%,14.3%,57.1%,100.0%,19
1994 Nice QF,W vs Edberg,17.2%,27.6%,54.5%,19.8%,19.0%,26.2%,55.9%,22.6%,16.7%,54.2%,33.3%,16.7%,41.7%,50.0%,-79
Career (7 matches),,15.4%,25.8%,53.5%,22.1%,17.2%,27.1%,54.4%,25.9%,28.8%,49.6%,38.2%,11.3%,25.8%,50.0%,-6
