Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,10,6,4,60.0%,9,7,2,77.8%,1997,2000,QF,8,1.00,2.5%,4.2%,76.0%,63.4%,38.3%,57.4%,42.5%,55.9%,49.4%
Roland Garros,9,Clay,26,17,9,65.4%,4,2,2,50.0%,1992,2000,F,26,1.03,1.4%,3.5%,73.1%,62.9%,45.1%,58.1%,43.1%,57.6%,42.9%
Wimbledon,1,Grass,1,0,1,0.0%,0,0,0,-,2000,2000,R128,1,0.49,2.2%,10.8%,58.1%,51.9%,35.9%,45.2%,26.9%,41.7%,25.0%
US Open,5,Hard,7,2,5,28.6%,4,1,3,25.0%,1993,1998,R64,6,0.93,2.9%,2.6%,70.5%,60.2%,51.4%,57.6%,39.5%,55.6%,48.4%
Davis Cup,3,,4,2,2,50.0%,2,0,2,0.0%,1993,1995,,0,,,,,,,,,,
Barcelona,10,Clay,29,19,10,65.5%,10,8,2,80.0%,1992,2001,F,29,1.14,1.7%,3.1%,75.5%,66.8%,49.2%,62.5%,42.9%,59.9%,42.6%
Palermo,8,Clay,21,15,6,71.4%,6,5,1,83.3%,1993,2000,W,21,1.05,1.2%,2.8%,79.5%,60.4%,51.8%,58.6%,43.6%,54.5%,41.6%
Estoril,8,Clay,17,10,7,58.8%,5,0,5,0.0%,1993,2000,W,17,1.08,1.8%,3.3%,77.0%,62.8%,48.2%,59.5%,43.7%,57.9%,43.4%
Stuttgart Outdoor,7,Clay,19,13,6,68.4%,7,3,4,42.9%,1992,1998,W,19,1.13,3.0%,2.4%,76.7%,65.0%,48.1%,61.1%,43.9%,62.4%,41.7%
Monte Carlo Masters,7,Clay,15,8,7,53.3%,8,3,5,37.5%,1994,2000,SF,15,1.09,1.5%,2.2%,77.3%,61.6%,51.2%,59.3%,44.4%,54.5%,45.7%
Hamburg Masters,7,Clay,15,8,7,53.3%,3,0,3,0.0%,1992,1999,QF,15,1.10,1.9%,3.1%,76.4%,62.2%,50.4%,59.4%,44.5%,51.0%,45.9%
