Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1998 Rome SF,L vs Costa,4.8,5.1,4.4,39.6%,40.5%,64.3%,68.4%,58.4%,6.6%,16.0,7.6,-11.5,-8.3
1998 Monte Carlo SF,L vs Pioline,4.7,5.8,3.9,47.1%,70.3%,51.9%,40.9%,72.0%,7.1%,20.0,8.0,2.0,2.2
1998 Australian Open QF,L vs Rios,4.9,5.1,4.7,43.7%,48.5%,43.2%,47.4%,60.4%,12.2%,17.5,5.1,-11.5,-5.8
1997 Rome SF,L vs Rios,4.8,5.2,4.4,43.9%,58.3%,43.5%,35.0%,61.4%,12.7%,11.0,5.9,-6.5,-6.4
1994 Roland Garros F,L vs Bruguera,7.3,7.6,7.0,46.4%,40.4%,55.9%,42.2%,68.3%,11.9%,22.0,4.3,-14.5,-6.9
1994 Roland Garros SF,W vs Larsson,4.0,3.8,4.1,56.1%,73.8%,58.3%,40.0%,61.5%,12.6%,32.5,22.1,6.5,7.8
1994 Nice QF,W vs Edberg,4.0,4.8,3.4,51.4%,40.0%,83.3%,90.0%,68.0%,15.9%,18.5,14.5,5.0,10.0
Career (7 matches),,5.1,5.5,4.7,46.4%,52.7%,54.3%,47.5%,64.5%,11.1%,19.6,7.7,-4.4,-3.5
