Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2001,737,15,,,,,,,,,1445,2,,
2000,153,254,117,1677,126,1583,90,1673,118,1502,319,141,,
1999,61,775,75,1767,86,1676,61,1752,,,149,433,,
1998,21,1556,54,1818,68,1716,33,1843,,,166,397,,
1997,23,1425,32,1904,63,1742,12,1942,,,64,1051,,
1996,19,1477,21,1930,42,1793,14,1935,,,238,238,,
1995,32,,48,1842,78,1718,22,1873,88,1595,305,157,,
1994,8,,12,2033,63,1754,3,2071,,,367,122,,
1993,36,,34,1879,110,1663,22,1898,,,1046,6,,
1992,115,,157,1657,180,1551,146,1618,,,611,26,,
1991,298,,,,,,,,,,714,18,,
1990,495,,,,,,,,,,,,,
