Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,82,33,49,40.2%,87-120,42.0%,919-1054,46.6%,21-17,55.3%,76,68.1%,25.2%,2.4%,4.2%,72.1%,62.5%,46.5%,58.0%,38.7%,48.6%,0.92
Clay,369,239,130,64.8%,549-343,61.5%,4579-3899,54.0%,54-52,50.9%,366,72.9%,35.2%,1.9%,3.4%,74.7%,63.3%,49.6%,59.8%,43.5%,51.6%,1.08
Grass,2,0,2,0.0%,0-5,0.0%,11-30,26.8%,0-0,-,2,45.0%,9.5%,3.6%,8.0%,60.6%,53.0%,38.9%,47.4%,32.4%,39.9%,0.62
Carpet,25,7,18,28.0%,16-40,28.6%,213-307,41.0%,2-4,33.3%,24,68.3%,14.9%,4.4%,4.5%,63.7%,65.2%,46.4%,58.4%,32.8%,45.8%,0.79
Grand Slams,44,25,19,56.8%,88-70,55.7%,752-723,51.0%,10-7,58.8%,41,69.3%,32.9%,1.8%,3.6%,73.0%,62.4%,44.7%,57.6%,42.2%,49.9%,1.00
Masters,79,39,40,49.4%,94-88,51.6%,880-857,50.7%,10-16,38.5%,79,72.0%,30.0%,2.9%,3.7%,72.1%,63.6%,49.3%,59.6%,40.9%,50.2%,1.01
Other Tours,348,213,135,61.2%,466-338,58.0%,4036-3623,52.7%,57-48,54.3%,345,72.4%,33.0%,2.0%,3.6%,74.3%,63.3%,49.7%,59.8%,42.6%,51.2%,1.06
Best of 5,49,27,22,55.1%,95-79,54.6%,824-804,50.6%,11-9,55.0%,44,69.8%,32.8%,1.9%,3.6%,72.9%,62.7%,45.0%,57.9%,42.2%,50.0%,1.00
Best of 3,429,252,177,58.7%,557-429,56.5%,4898-4486,52.2%,66-64,50.8%,424,72.1%,32.4%,2.2%,3.6%,73.8%,63.2%,49.4%,59.6%,42.3%,50.9%,1.05
Finals,23,14,9,60.9%,36-24,60.0%,292-267,52.2%,4-1,80.0%,23,71.1%,32.9%,1.6%,2.2%,77.6%,61.9%,49.5%,59.1%,42.7%,50.9%,1.04
Semi-finals,35,23,12,65.7%,51-34,60.0%,430-366,54.0%,2-4,33.3%,35,72.4%,36.4%,1.9%,2.8%,76.3%,62.9%,50.4%,60.0%,44.3%,52.0%,1.11
Quarter-finals,60,35,25,58.3%,79-61,56.4%,696-631,52.4%,6-7,46.2%,59,72.8%,32.1%,1.7%,2.9%,76.6%,62.4%,50.2%,59.6%,42.0%,50.8%,1.04
vs Righties,397,234,163,58.9%,544-414,56.8%,4728-4349,52.1%,64-57,52.9%,389,71.7%,32.7%,2.1%,3.5%,73.5%,63.0%,49.2%,59.4%,42.4%,50.8%,1.04
vs Lefties,81,45,36,55.6%,108-94,53.5%,994-941,51.4%,13-16,44.8%,79,72.5%,31.2%,2.2%,3.8%,74.3%,63.8%,46.9%,59.4%,41.3%,50.4%,1.02
vs Top 10,39,11,28,28.2%,36-65,35.6%,413-513,44.6%,5-5,50.0%,36,66.8%,23.6%,1.9%,2.9%,73.0%,61.3%,44.3%,56.7%,37.7%,47.3%,0.87
