Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 US Open R32,L vs Nadal,0% (0/14),- (0/0),0/4,38% (5/13),20% (1/5),0/0,0/0,2/2,0/0,0/0
2019 US Open R64,W vs Verdasco,25% (6/24),67% (4/6),1/6,33% (8/24),25% (2/8),2/3,1/1,3/3,0/0,3/3
2019 US Open R128,W vs Escobedo,36% (9/25),67% (6/9),0/3,33% (8/24),63% (5/8),4/5,2/2,0/0,1/1,0/0
2019 Yokkaichi CH R32,W vs Romios,63% (5/8),80% (4/5),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,0/0,0/0
2019 Chengdu CH R16,W vs Wu,33% (6/18),67% (4/6),2/2,41% (7/17),71% (5/7),3/3,0/0,2/2,0/0,0/0
2019 Rotterdam R32,L vs Basilashvili,47% (7/15),57% (4/7),1/5,40% (6/15),17% (1/6),4/4,1/1,3/3,0/0,1/1
2019 Australian Open R64,L vs Herbert,18% (3/17),100% (3/3),0/4,38% (6/16),17% (1/6),2/2,0/0,1/2,0/0,1/1
2019 Australian Open R128,W vs Klahn,31% (8/26),75% (6/8),0/1,4% (1/25),0% (0/1),2/3,0/0,2/2,0/0,0/0
2019 Auckland R32,L vs Statham,18% (2/11),100% (2/2),0/3,50% (5/10),20% (1/5),2/2,0/2,1/2,0/0,1/1
2019 Pune R16,L vs Gulbis,27% (3/11),100% (3/3),1/4,45% (5/11),0% (0/5),2/3,0/3,0/0,0/0,0/0
2018 Stockholm R16,W vs Kudla,56% (5/9),60% (3/5),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,0/0,0/0
2018 Stockholm R32,W vs Fritz,75% (6/8),67% (4/6),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2018 Shanghai R32,L vs Cecchinato,24% (4/17),100% (4/4),0/3,18% (3/17),0% (0/3),2/4,1/1,3/3,0/0,0/0
2018 Shanghai R64,W vs Hurkacz,46% (6/13),100% (6/6),1/3,42% (5/12),20% (1/5),4/5,1/1,0/1,0/0,0/0
2018 Tokyo R32,L vs Shapovalov,31% (4/13),25% (1/4),0/2,23% (3/13),0% (0/3),1/1,1/1,0/1,0/0,0/1
2018 Chengdu R16,L vs Auger Aliassime,35% (6/17),50% (3/6),0/3,35% (6/17),50% (3/6),2/2,0/0,3/3,0/0,1/1
2018 US Open R64,L vs Kukushkin,53% (8/15),75% (6/8),3/8,64% (9/14),0% (0/9),1/5,0/0,1/2,0/0,0/0
2018 Winston-Salem QF,L vs Carreno Busta,22% (2/9),50% (1/2),0/2,40% (4/10),0% (0/4),0/1,0/0,1/3,0/0,1/2
2018 Winston-Salem R16,W vs Berrettini,31% (4/13),50% (2/4),0/1,14% (2/14),50% (1/2),2/2,2/2,1/1,1/1,0/0
2018 Winston-Salem R32,W vs Garcia Lopez,40% (4/10),100% (4/4),0/2,20% (2/10),0% (0/2),2/3,0/0,2/2,0/0,0/0
2019 (10 matches),,29.0%,73.5%,15.6%,31.3%,31.4%,85.7%,50.0%,87.5%,100.0%,100.0%
2018 (43 matches),,40.7%,68.7%,23.0%,29.8%,28.8%,79.7%,82.4%,84.6%,75.0%,81.8%
2017 (50 matches),,41.9%,70.9%,18.1%,33.8%,36.4%,79.7%,86.0%,66.7%,85.0%,33.3%
2016 (43 matches),,37.3%,68.4%,24.4%,31.2%,31.9%,85.3%,89.5%,75.0%,88.2%,73.3%
2015 (21 matches),,40.3%,73.1%,17.5%,30.0%,39.7%,87.7%,100.0%,82.1%,100.0%,75.0%
Career (202 matches),,39.9%,71.8%,22.4%,32.3%,32.3%,81.8%,84.4%,74.9%,83.3%,63.5%
