Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 Rotterdam R32,L vs Basilashvili,4.0,4.4,3.7,48.4%,46.9%,58.8%,50.0%,46.7%,12.9%,4.5,2.9,1.5,0.9
2019 Pune R16,L vs Gulbis,4.1,5.1,3.1,37.0%,50.0%,62.5%,50.0%,36.5%,2.3%,5.5,8.2,2.0,1.6
2018 Shanghai R64,W vs Hurkacz,4.2,4.0,4.3,51.2%,47.6%,69.2%,66.7%,48.4%,4.5%,12.5,10.7,3.5,2.8
2018 Cincinnati R32,L vs Del Potro,3.5,4.3,2.5,37.1%,46.7%,50.0%,33.3%,52.0%,3.6%,-7.0,-8.3,-9.0,-11.3
2018 Washington R16,L vs De Minaur,6.0,5.5,6.4,36.5%,59.5%,50.0%,37.5%,36.2%,8.8%,9.5,6.7,-1.0,-0.4
2018 Munich SF,L vs Zverev,4.4,4.0,4.8,41.0%,73.7%,50.0%,23.8%,55.7%,8.9%,-5.0,-3.7,-1.0,-1.0
2018 Indian Wells QF,L vs Federer,4.2,4.1,4.3,42.5%,40.7%,43.8%,54.5%,53.5%,16.8%,6.5,5.8,1.0,1.2
2018 Australian Open SF,L vs Federer,3.3,3.6,2.8,41.3%,6.7%,60.0%,42.9%,40.7%,11.4%,-1.5,-3.2,-7.5,-12.3
2018 Australian Open QF,W vs Sandgren,4.8,5.0,4.6,53.6%,47.9%,55.2%,70.8%,51.2%,10.3%,7.0,3.5,6.5,3.6
2018 Australian Open R16,W vs Djokovic,5.5,6.6,4.3,48.0%,46.7%,61.5%,61.4%,52.4%,12.8%,31.0,10.2,23.0,9.2
2018 Australian Open R32,W vs Zverev,5.0,5.4,4.6,54.5%,46.7%,59.5%,50.0%,53.2%,10.5%,15.0,5.2,4.0,1.7
2017 NextGen Finals F,W vs Rublev,5.1,4.9,5.3,52.4%,67.6%,70.6%,29.6%,53.4%,12.7%,9.5,5.2,7.5,5.3
2017 Paris R32,L vs Nadal,5.0,5.2,4.7,35.6%,48.9%,43.8%,55.6%,51.8%,11.9%,-5.0,-3.5,0.0,0.0
2017 Winston Salem QF,L vs Dzumhur,4.7,4.9,4.5,42.3%,37.9%,56.3%,45.5%,49.5%,8.6%,7.5,8.1,-5.5,-5.8
2017 Canada R32,W vs Goffin,5.0,4.7,5.4,58.5%,60.7%,50.0%,43.5%,46.4%,3.0%,9.0,6.7,-3.5,-2.2
2017 Roland Garros R128,W vs Querrey,3.4,3.5,3.4,55.2%,60.0%,50.0%,33.3%,51.5%,8.9%,17.0,11.6,11.0,8.4
2017 Barcelona QF,L vs Nadal,5.8,5.4,6.3,48.2%,32.0%,36.4%,44.0%,43.0%,7.6%,-1.5,-1.1,-3.0,-1.8
2016 Toyota CH R16,L vs Takahashi,3.9,3.9,3.9,48.1%,36.7%,50.0%,50.0%,47.7%,6.3%,-7.0,-7.0,6.5,6.3
2016 Sofia R32,L vs Copil,3.3,3.9,2.7,42.6%,34.8%,33.3%,0.0%,52.1%,10.7%,-9.0,-15.5,3.0,6.0
2015 Shenzhen QF,L vs Cilic,3.7,3.7,3.7,46.0%,38.1%,70.0%,54.5%,42.9%,11.1%,2.0,2.8,5.0,5.6
Career (22 matches),,4.5,4.7,4.3,48.3%,47.7%,54.5%,47.9%,49.0%,9.2%,5.0,3.7,2.5,1.9
